number,question,choice_a,choice_b,choice_c,choice_d,answer_key,correct_choice,answer_key_type,question_type,choice_e,context,table,type_of_problem
27,"Referencing the previous question, if your front seat passenger (168 LBS at 34"") then decides they want to sit in the back seat (62"") what will your CG be after they have moved?","44.96""","48.96""","47.14""","51.04""",B,"48.96""",,multiple_choice,,"Referenced question 26: Your fully loaded aircraft weighs 2,160 LBS with a CG of 48"". If you then load 35 US gallons of fuel at an average station of 36"" what will the resultant aircraft CG be?",,Weight shift
28,"The MD-11 normally has a maximum takeoff weight of 630,500 pounds. This number has to be reduced by approximately 30,000 pounds for each 10 knots of crosswind when departing from an un-grooved, wet runway up to a maximum crosswind of 24 knots. You're planning a flight from Taipei, Taiwan to Anchorage, Alaska departing on runway 5R at Taipei and the winds are reported as 100° at 28 knots and the runways are soaked thanks to a recent rainstorm. The ramp agent at Taipei is asking for the maximum possible payload. If your basic operating weight (including flight crew) is 257,511 pounds and the fuel load necessary to operate the flight with required reserves, alternate, etc is 197,200 pounds, what will you tell the ramp agent is the maximum payload for today's flight? (Choose the closest figure.)","115,500 pounds","103,100 pounds","111,300 pounds","None of the above, the crosswind component exceeds 24 knots",C,"111,300 pounds",,multiple_choice,,,,Crosswind component
29,"You start out by flying a 210° heading but realize you have drifted 5° right of your intended course. To correct you turn to a heading of 190° and hold a 2° right wind correction angle. If your planned true airspeed is 125 KTS, what are the winds aloft?",177° at 18 KTS,196° at 34 KTS,007° at 18 KTS,016° at 34 KTS,B,196° at 34 KTS,,multiple_choice,,,,Wind correction
30,"Using the answer from the previous question, you turn to the next leg of your flight with a course of 140°. How long do you expect it will take to fly this 25 NM leg?",10.6 minutes,13.6 minutes,11.8 minutes,14.5 minutes,D,14.5 minutes,,multiple_choice,,"Referenced question 29: You start out by flying a 210° heading but realize you have drifted 5° right of your intended course. To correct you turn to a heading of 190° and hold a 2° right wind correction angle. If your planned true airspeed is 125 KTS, what are the winds aloft?",,Wind correction
31,"In cruise at 3,500' MSL you are indicating 105 KTS where the indicated temperature is 30°C. If the local altimeter setting is 29.62"" Hg, what is your true airspeed?",96 KTAS,102 KTAS,108 KTAS,115 KTAS,D,115 KTAS,,multiple_choice,,,,Airspeed / Mach
32,"From the previous question, this is less performance than you were hoping for and makes you wonder, what is the density altitude?","4,800'","6,200'","7,100'","8,500'",B,"6,200'",,multiple_choice,,"Referenced question 31: In cruise at 3,500' MSL you are indicating 105 KTS where the indicated temperature is 30°C. If the local altimeter setting is 29.62"" Hg, what is your true airspeed?",,Density altitude
33,"You load your airplane for a short flight and find that your CG is 0.32"" aft of the limit. You have filled all 4 seats as follows: The two front seats are occupied by 2 adults weighing 160 pounds each, at arm 44. The rear two seats are occupied by 2 adults weighing 180 pounds each, at arm 74. If your current gross weight is 2,844 pounds, which of the following choices will bring your CG to the aft limit of 66.5""?",Switching 1 passenger from the front to the back,Removing 25 pounds from the baggage area at station 23,Adding 9.2 gallons of AVGAS at station 50,Adding 5 pound to the baggage area at station 85,C,Adding 9.2 gallons of AVGAS at station 50,,multiple_choice,,,,Weight shift
34,"You wish to fly from KDYL to KUKT, which is a distance of 22 nautical miles. How long will this flight take if your aircraft can maintain a ground speed of 63 statute miles per hour?",20.87 minutes,22.02 minutes,23.31 minutes,24.11 minutes,D,24.11 minutes,,multiple_choice,,,,Time problems with hours/min/sec
35,"You need to clear a ridge 8 nautical miles away that is 2,322 feet MSL at the summit. If you would like to clear the ridge by 500 feet, what minimum climb rate will you need if you expect an average ground speed of 84 knots departing from an airport elevation of 1,103' MSL?",301 FPM,214 FPM,412 FPM,193 FPM,A,301 FPM,,multiple_choice,,,,Climb gradient
36,You wish to visit a friend for dinner. The flight will be 233 NM at a ground speed of 94 KTS at 7.4 GPH fuel burn. How much fuel will you need to carry for this flight including day VFR reserves?,18.34 gallons,20.11 gallons,22.04 gallons,23.88 gallons,C,22.04 gallons,,multiple_choice,,,,Fuel burn / fuel required
37,"The fuel truck in Aruba dispenses Jet-A at the rate of 13.2 liters/second. If your dispatch requested fuel load is 34,900 pounds, and you currently have 8,430 pounds of fuel on board, how long will it take to pump the required fuel? Assume fuel density of 6.7 pounds/gallon.","1,133 minutes",18.88 minutes,24.89 minutes,"1,494 minutes",B,18.88 minutes,,multiple_choice,,,,Fuel burn / fuel required
38,"At FL130 your aircraft burns 15,415 pounds/hour at 320 KIAS. At FL180 it burns 16,262 pounds/hour at 320 KIAS. Assuming a linear change and a fuel density of 6.77 pounds/gallon, how many gallons of JET-A will you burn at FL150 at 320 KIAS?",52.6 gallons/minute,38.8 gallons/minute,15677 gallons/hour,125 gallons/hour,B,38.8 gallons/minute,,multiple_choice,,,,Fuel burn / fuel required
39,"While crossing radial 294 of a VOR you note the time is 14:42:32. You then cross radial 289 at 14:45:13. Flying at 300 mph, how far away is the VOR?",162 NM,16.2 NM,141 NM,14.1 NM,C,141 NM,,multiple_choice,,,,Distance to VOR
40,"You're a newly minted FedEx B767 captain based in Hong Kong subject to higher weather minimums until obtaining 100 hours on the aircraft. To be a suitable alternate airport, the lowest reported values can be a 300-foot ceiling and 1 statute mile visibility. FedEx B767 aircraft are approved for land with up to a 15-kt tailwind, 15-kt crosswind and/or 25-kt headwind. Based on the following weather forecast and airport information, can Chengdu, China (Runway Configuration: 2L/20R and 2R/20L) be planned as an alternate for your upcoming flight? [[NEXT_LINE]] Wind: 350° at 13 meters/second [[NEXT_LINE]] Visibility: 1500 meters",Yes,No,,,B,No,,multiple_choice,,,,Crosswind component
