number,question,choice_a,choice_b,choice_c,choice_d,answer_key,correct_choice,answer_key_type,question_type,choice_e,context,table,type_of_problem
15,How long will it take to climb to cruise altitude?,15.8 MINS,11.1 MINS,8.0 MINS,45.8 MINS,B,11.1 MINS,,multiple_choice,,"Use the following information for questions 11-15: Joey plans a flight from KMRN (1270') to KTYS (979') at 8,500' MSL on a true course of 277°. The total distance is 118 NM and he will cruise at 145 MPH TAS and 8.7 GPH with winds aloft 240° at 14 KTS. His average climb performance will be 650 FPM at 92 KTAS and 9.8 GPH with average winds of 215° at 15 KTS. His average descent performance will be 900 FPM at 110 KTAS and 5.2 GPH with average winds of 320° at 8 KTS.",,Rate of climb
16,"You have your aircraft all loaded (4,630 LBS, CG of 76.3"") when your friend shows up with a 35 LBS box of fish. If you put it in the aft baggage (station 150) what will be your new CG?","76.85""","81.82""","70.78""","75.75""",A,"76.85""",,multiple_choice,,,,Weight change
17,(Use the above information for this question) You decide having the dry ice in the cabin isn't the best idea so you move it to the nose baggage area (station 30). What will be your new CG?,"79.57""","74.60""","75.95""","71.01""",C,"75.95""",,multiple_choice,,"Referenced question 16: You have your aircraft all loaded (4,630 LBS, CG of 76.3"") when your friend shows up with a 35 LBS box of fish. If you put it in the aft baggage (station 150) what will be your new CG?",,Weight shift
18,There is a hill 1.8 NM from the runway that is 645' above airport elevation. Climbing at 75 KTS ground speed what minimum climb rate do you need to clear the top by 500'?,448 FPM,795 FPM,508 FPM,286 FPM,B,795 FPM,,multiple_choice,,,,Climb gradient
19,If you cross the 036 radial at 1643Z and the 047 radial at 1647Z how far are you from the VOR if you are flying at 95 KTS?,21.3 NM,26.7 NM,42.2 NM,34.5 NM,D,34.5 NM,,multiple_choice,,,,Distance to VOR
20,You want to determine your ground speed by timing how long it takes you to fly over 1 sm square farm fields. If you cross two fields in 1 minute 36 seconds what is your ground speed?,45 MPH,75 MPH,125 MPH,109 KTS,B,75 MPH,,multiple_choice,,,,Time problems with hours/min/sec
21,Your flight school just acquired a Trinidad that you are excited to fly for the first time. The only problem is the fuel system is labeled in liters and the line guy will not fuel the plane until you give him some numbers that make sense. If you need 125 liters how many gallons should you tell him?,27.5 US Gal,33 US Gal,67.5 US Gal,52.6 US Gal,B,33 US Gal,,multiple_choice,,,,Conversions
22,It is a beautiful day to finally get that cross country done! Forecast winds at your altitude are 240°@15 KTS and your true course is 163°. If you plan to fly at 115 KTAS what heading should you fly?,156°,167°,170°,177°,C,170°,,multiple_choice,,,,Wind correction
23,While on your cross country you realize you have drifted 3 NM off course to the right. If you have flown 45 NM using your true course of 163° how many degrees do you need to turn to parallel your course?,4°,9°,8°,12°,A,4°,,multiple_choice,,,,Off-Course
24,"Assuming you made your heading correction from above, if you are 20 NM from your destination what heading should you fly?",154°,145°,172°,150°,D,150°,,multiple_choice,,Referenced question 23: While on your cross country you realize you have drifted 3 NM off course to the right. If you have flown 45 NM using your true course of 163° how many degrees do you need to turn to parallel your course?,,Off-Course
25,As you approach the airport you fly a 12 NM arc counter-clockwise from the 150° radial to the 040° radial. How far will you travel on the arc?,37 NM,54 NM,23 NM,46 NM,C,23 NM,,multiple_choice,,,,DME arc
26,"With a ground speed of 137 MPH and a headwind of 15 KTS, how many miles will you travel in 2 hours and 27 minutes?",298 SM,307 SM,325 SM,336 SM,D,336 SM,,multiple_choice,,,,Time problems with hours/min/sec
27,You expect a fuel burn of 8.2 GPH. After 3 hours and 17 minutes you find that you have burned 29.2 GALS. Which answer choice best describes your fuel situation?,You've burned 2.3 gallons more than expected.,You've actually been burning 9.2 gallons per hour.,Your planned burn rate matches your actual rate within .2 gph.,You've burned 2.9 gallons less than expected.,A,You've burned 2.3 gallons more than expected.,,multiple_choice,,,,Fuel burn / fuel required
28,"A movie stunt pilot intends to intentionally crash an airplane and has carefully engineered the scene. She calculates that as long as her ground speed is less than 45 KTS at the time of the touchdown, she will have a 95% chance of surviving without injury. The TAS of the airplane at the time of the touchdown will be 49 KTS on a heading of 352°. Which of the following wind conditions will meet her requirements?",250°@10 KTS,310°@6 KTS,030°@3 KTS,080°@18 KTS,B,310°@6 KTS,,multiple_choice,,,,Wind correction
29,"The max landing weight of your aircraft is 72,310 LBS. The Basic operating weight is 51,290 LBS. You must depart with at least 15,180 LBS of fuel to be legal and plan on burning 11,980 LBS of fuel on your flight. How much weight can you carry in payload and extra fuel without exceeding the max landing weight?","5,840 LBS","17,820 LBS","32,620 LBS","36,280 LBS",B,"17,820 LBS",,multiple_choice,,,,Weight change
30,"You depart from Runway 13R (elev. 486') with a rotation speed of 144 KIAS. The ATIS reports winds 180° at 18 knots, temperature 106°F, dewpoint 72°F, and altimeter 29.41 in. Hg. What ground speed does rotation occur?",122 KTS,141 MPH,163 MPH,163 KTS,C,163 MPH,,multiple_choice,,,,Airspeed / Mach
31,"The range of the Boeing 737-800 is 3,115 nm while the latest variant, the Boeing 737 MAX 8, has a range of 4,045 SM. How many meters farther can the Boeing 737 MAX 8 fly?","1,722 M","2,160 M","744,400 M","1,722,360 M",C,"744,400 M",,multiple_choice,,,,Conversions
32,"At the 2016 Olympics, the U.S. swim team took the gold medal in the 800 meter relay event in 7 minutes, 0.66 seconds. What speed did the team average?",3.7 MPH,4.3 MPH,6.9 MPH,7.6 MPH,B,4.3 MPH,,multiple_choice,,,,Time problems with hours/min/sec
33,"If you are 5° off-course and GPS says that you are 3.4 NM right of course, what is your distance to the fix?",88 SM,41 SM,101 SM,47 SM,D,47 SM,,multiple_choice,,,,60:1 Rule
34,"Departing Reno, NV (elev. 4,415') requires a climb gradient of 740' per nautical mile. On a departure course of 164° you have an indicated airspeed of 180 MPH. With calm winds and a standard atmosphere, what is the climb rate required to meet the requirement?","2,020 FPM","2,210 FPM","2,360 FPM","2,440 FPM",A,"2,020 FPM",,multiple_choice,,,,Climb gradient
35,You fly clockwise between the 063° to 137° radials on a 24 NM DME arc around the CVE VOR. What distance did you cover on that portion of the arc?,29.6 SM,34.1 NM,24.3 NM,57.3 KM,D,57.3 KM,,multiple_choice,,,,DME arc
36,"On a hot summer day, you are in Mexico City, Mexico with a temperature of 93°F. While it does not seem insanely hot, Mexico City's elevation is 2,238 meters above sea level. What is your density altitude if the altimeter is standard?","5,100'","11,100'","7,300'","8,600'",B,"11,100'",,multiple_choice,,,,Density altitude
37,"To meet center of gravity limitations, you must move passengers from Zone A (located at an arm of 24') to Zone C (located at an arm of 76'). The C.G. must be shifted 1' aft. If each passenger weighs an average of 88.6 KG and the aircraft weighs 154,500 LBS how many passengers must be moved to get the C.G. within limits?",16,31,22,7,A,16,,multiple_choice,,,,Weight shift
38,"When Luke Aikins jumped out of an aircraft without a parachute, it took him 2 MINS 09 SECS to cover 25,000' before safely landing in the safety net. What was his average speed during the freefall?",114 KTS,132 KTS,98 KTS,170 KTS,A,114 KTS,,multiple_choice,,,,Time problems with hours/min/sec
39,Which weighs more: 14 imperial gallons of Jet A (6.8 LBS) or 63 liters of 100LL?,They weigh the same amount,"Jet A, by 13 LBS","100LL, by 6.5 KG","100LL, by 26 LBS",B,"Jet A, by 13 LBS",,multiple_choice,,,,Conversions
40,20% of two 40-pound fully loaded pallets are equivalent to how many kilograms?,7.27,35.2,18.2,72.7,A,7.27,,multiple_choice,,,,Conversions
