number,question,choice_a,choice_b,choice_c,choice_d,answer_key,correct_choice,answer_key_type,question_type,choice_e,context,table,type_of_problem
14,"You decide to test your pilotage and dead reckoning skills by renting a good old C172 minus the high-tech glass cockpit. 30 nm into your 170 nm flight, you realize your skills might be a little rusty as you determine you are 4 nm off course. How many degrees of total correction should you make to get yourself back on course?",8.0°,9.7°,8.6°,9.4°,B,9.7°,,multiple_choice,,,,Off-Course
15,"Given the following, determine the radius of action: [[NEXT_LINE]] Wind: 230@21 knots [[NEXT_LINE]] TC: 105° [[NEXT_LINE]] CAS: 145 knots [[NEXT_LINE]] Pressure Altitude: 5000' [[NEXT_LINE]] OAT: 10°C [[NEXT_LINE]] Fuel Burn: 12 gph [[NEXT_LINE]] Total Fuel on Board: 54 gal",390 nm,350 nm,456 nm,333 nm,B,350 nm,,multiple_choice,,,,Radius of action
16,"If it takes 90 seconds to cross from the 180° radial to the 186° radial of the DXO VOR while at a groundspeed of 137 knots, how far from the VOR are you?",34.3 sm,23.6 sm,28.2 sm,39.4 sm,D,39.4 sm,,multiple_choice,,,,Distance to VOR
17,"You and a couple of your friends are going to fly to Minneapolis to attend the Republican National Convention. You, John, and Sarah are all loaded up when Sarah realizes she left a bag in the trunk of her car. Assuming her 50 lb. bag is tossed into the cargo compartment (Station 141.5., what will the new CG be if the airplane's gross weight before the bag was added was 3,740 lbs with a CG of 118.0""?","117.7""","121.1""","118.3""","114.9""",C,"118.3""",,multiple_choice,,,,Weight change
18,"Flying over the Norwegian countryside at a pressure altitude of 2286 meters, what is the density altitude if the OAT is 15°C?",2800 meters,1710 meters,1930 meters,2640 meters,A,2800 meters,,multiple_choice,,,,Density altitude
19,"You have been chosen to do the fly-over of the stadium for Game 1 of the World Series. You'll have to time the fly-over to coincide with the end of the National Anthem, so you decide to circle around a point due North of the stadium. Assuming it takes 1 min 20 sec to sing the Star Spangled Banner, how far away from the stadium should you be circling when the singing begins, if you will be flying at a TAS of 200 kts with winds of 210@14 kts?",4.70 nm,4.17 nm,2.51 nm,2.84 nm,B,4.17 nm,,multiple_choice,,,,Time problems with hours/min/sec
20,"A twin engine aircraft is in cruise and will pass over checkpoint A at 1605Z. Its route of flight will then take it directly to checkpoint B, 83 nautical miles away, with a groundspeed of 162 mph. If a single engine aircraft traveling the exact opposite flight path at 90 kts groundspeed flies over checkpoint B at 1630Z, at what time will the two aircraft cross paths?",1632:12:00,1634:48:00,1636:24:00,1638:30:00,C,1636:24:00,,multiple_choice,,,,Miscellaneous
21,"You are flying at an altitude of 5,500 ft MSL. Ahead of you is a mountain with its peak at 8,000 ft MSL. Wind is 230° true at 27 kts, with a calibrated airspeed of 130 kts. The temperature and pressure are standard, and your magnetic course is 286°, with a magnetic variation of 7° east. How many nautical miles away do you need to begin your climb to clear the peak by 500 ft if your climb rate will be a steady 400 ft/min?",15.9,16.6,17.8,19,A,15.9,,multiple_choice,,,,Rate of climb
22,"You are flying VFR, and you crossed directly over your last checkpoint, right on course. But you are not so lucky on the next one; you are off 6 nm east of your intended course. You've been flying at a TAS of 130 kts for 45 minutes. The wind is 230° true at 28 kts, you have a true course of 190°, and the magnetic variation in the area is 8° east. If your next checkpoint is 34 nm away, how many degrees do you need to correct to fly over it?",4.5,8,10.5,15,D,15,,multiple_choice,,,,Off-Course
23,How many gallons of fuel will you burn getting to that next checkpoint if you are burning 8.7 gal/hr?,2.2,2.8,3.1,3.9,B,2.8,,multiple_choice,,,,Fuel burn / fuel required
24,"While flying at an indicated altitude of 7,500 ft MSL with an altimeter setting of 29.42, assuming a standard day, what is your TAS with a CAS of 122 kts?",108 kts,126 kts,138 kts,147 kts,C,138 kts,,multiple_choice,,,,Airspeed / Mach
25,"If you are flying at a true altitude of 24,000 ft over an airport with an elevation of 2,000 ft MSL reporting 20°C, assuming a standard temperature lapse rate, how fast would you have to go to reach the speed of sound?",710 mph,740 mph,775 mph,800 mph,A,710 mph,,multiple_choice,,,,Airspeed / Mach
26,You have already flown 345 nm at a speed of 110 kts. You started the trip with 40 gallons of fuel. You now have only 9 gallons left. How fast have you been burning fuel?,9.9 gal/hr,18.8 gal/hr,12.8 gal/hr,11.7 gal/hr,A,9.9 gal/hr,,multiple_choice,,,,Fuel burn / fuel required
27,You are in a Boeing 737 traveling at 460 mph. You have 164 km to go. How much time do you have left on your trip?,0:13:17,0:21:24,0:11:30,0:24:36,A,0:13:17,,multiple_choice,,,,Time problems with hours/min/sec
28,You are burning 49.2 liters of fuel per hour. You're flying at a speed of 172.6 mph and cover a distance of 185 km. How much fuel do you burn?,52.5 liters,3.9 gal,8.7 gal,3.9 liters,C,8.7 gal,,multiple_choice,,,,Fuel burn / fuel required
29,"When you land at your destination, you notice they sell fuel by imperial gallons. You will need to purchase 48 US gallons to get back home. How many gallons should you tell the fueler to put in your airplane?",5.75,12,57.5,40 Use the following information to answer the next 4 questions. You are embarking on a cross country flight from airport A (elev. 260') to airport B (elev. 850') The,D,40 Use the following information to answer the next 4 questions. You are embarking on a cross country flight from airport A (elev. 260') to airport B (elev. 850') The,,multiple_choice,,,,Conversions
30,"true course is 61° and you will cover 206 statute miles. The wind is from a steady 310° at 26 knots for all phases of flight and you will cruise at 5,500' MSL. Climb: 100 KTAS 800 FPM 14.3 GPH Cruise: 120 KTAS --- 12.0 GPH Descent: 130 KTAS 650 FPM 7.1 GPH What is your time to climb to 5,500 feet?",5.2 minutes,6.36 minutes,6 minutes and 36 seconds,5 minutes and 2 seconds,C,6 minutes and 36 seconds,,multiple_choice,,,,Time problems with hours/min/sec
31,How many nautical miles will you spend in cruise? (Write your answer on the answer sheet to the nearest mile.),,,,,149 NM-153 NM inclusive,149 NM-153 NM inclusive,,fill_in_blank,,,,Miscellaneous
32,What is your true heading in descent?,047°,050°,072°,075°,B,050°,,multiple_choice,,,,Wind correction
33,How many gallons of fuel will you burn for this flight? (Write your answer on the answer sheet to the nearest 1/10th of a gallon.),,,,,16.1 gallons-17.1 gallons inclusive,16.1 gallons-17.1 gallons inclusive,,fill_in_blank,,,,Fuel burn / fuel required
34,"If the pressure altitude is 4,228' at a temperature of 86°F, what is the density altitude?","6,000'","6,500'","7,000'","7,500'",C,"7,000'",,multiple_choice,,,,Density altitude
35,"If your true airspeed is 144 knots at 8,500 MSL with the altimeter set to 29.68"" and a temperature of 23°C, what is you indicated airspeed?",118 knots,172 knots,214 kph,139 mph,D,139 mph,,multiple_choice,,,,Airspeed / Mach
36,"If you cover 3 sm in 45 seconds, how fast are you going in knots? (Write your answer on the answer sheet to the nearest 1/10th of a knot.)",,,,,207.5 knots-209.95 knots inclusive,207.5 knots-209.95 knots inclusive,,fill_in_blank,,,,Conversions
37,"What is your time to turn if you have 65 gallons of fuel and burn at 9.3 gph, true course outbound is 088°, the wind is 220° at 32 knots and your TAS is 182 knots?",180 minutes,3 hours 29 minutes,190 minutes,3 hours 5 minutes,D,3 hours 5 minutes,,multiple_choice,,,,Radius of action
38,What is your radius of action from the above question?,623 nm,731 sm,"1,118 km",719 nm,A,623 nm,,multiple_choice,,"Referenced question 37: What is your time to turn if you have 65 gallons of fuel and burn at 9.3 gph, true course outbound is 088°, the wind is 220° at 32 knots and your TAS is 182 knots?",,Radius of action
39,"You are flying at 6,500 MSL with an altimeter setting of 30.22"". The outside temperature is 21°C and you are indicating 133 mph. If the wind is 330° true at 18 knots, how long will a 429 km flight take on a magnetic course of 038°? The local variation is 5° west. (Write your answer your answer on the answer sheet in hh: mm: ss to the nearest second.)",,,,,1:53:30-1:54:30 inclusive +/-:30,1:53:30-1:54:30 inclusive +/-:30,,fill_in_blank,,,,Time problems with hours/min/sec
40,What is your true heading from the above question? (Write your answer on the answer sheet),,,,,024-028 inclusive,024-028 inclusive,,fill_in_blank,,"Referenced question 39: You are flying at 6,500 MSL with an altimeter setting of 30.22"". The outside temperature is 21°C and you are indicating 133 mph. If the wind is 330° true at 18 knots, how long will a 429 km flight take on a magnetic course of 038°? The local variation is 5° west. (Write your answer your answer on the answer sheet in hh: mm: ss to the nearest second.)",,Wind correction
