number,question,choice_a,choice_b,choice_c,choice_d,answer_key,correct_choice,answer_key_type,question_type,choice_e,context,table,type_of_problem
11,"You are 18.0 nautical miles from an airport (0 feet MSL) that is reporting a ceiling of 3300 feet. You are cruising at a groundspeed of 156 km/hr at 7500 feet MSL. You see that the cloud deck begins at 5.0 nautical miles away from the airport, in your direction. What rate of descent will you have to maintain to be 500 feet below the cloud deck before going under the clouds?",323 feet per minute,362 feet per minute,452 feet per minute,508 feet per minute,D,508 feet per minute,,multiple_choice,,,,Rate of descent
12,"Tyra crosses the 023° radial at 13:03:42 and then crosses the 042° radial at 13:06:24. If she maintained a groundspeed of 190 statute miles per hour, how far from the VOR was she?",9.6 nautical miles,13.2 nautical miles,20.1 nautical miles,23.4 nautical miles,D,23.4 nautical miles,,multiple_choice,,,,Distance to VOR
13,"John travels 202 kilometers on a True Heading of 132° and finds that he is 4.3 nautical miles off course to the left. Assuming calm winds aloft, what true heading does John need to parallel his original course?",134.4°,129.6°,132.9°,131.1°,A,134.4°,,multiple_choice,,,,Off-Course
14,"In question 13, if John has 318 km left in his flight, but he wants to regain his original course with 25 nautical miles left, what will his true heading have to be?",127.8°,136.2°,133.7°,130.3°,B,136.2°,,multiple_choice,,"Referenced question 13: John travels 202 kilometers on a True Heading of 132° and finds that he is 4.3 nautical miles off course to the left. Assuming calm winds aloft, what true heading does John need to parallel his original course?",,Off-Course
15,"At 25 nautical miles from the airport, John's groundspeed is 180 km/hr at 7500 ft MSL. He wants to level at pattern altitude (1900 ft MSL) 5 nautical miles from the airport. If he wants to descend at 500 feet per minute, in how many nautical miles should he begin his descent?",He should have started his descent 13.6 nautical miles ago,In 1.9 nautical miles,In 5.2 nautical miles,In 3.6 nautical miles,B,In 1.9 nautical miles,,multiple_choice,,,,Rate of descent
16,"If Tiffany and Tim are up front (40 inches), John and Genie are in back (80 inches), the fuel is onboard (70 inches), and the baggage is the back (100 inches), what is the total weight and CG?","3000 pounds, 69.9 inches","3000 pounds, 67.5 inches","3100 pounds, 71.7 inches","2900 pounds, 66.9 inches",A,"3000 pounds, 69.9 inches",,multiple_choice,,"Tim has an aircraft with a basic empty weight of 1900 pounds (CG of 70 inches). Tim (180 pounds) has three friends he wants to take flying with him: Tiffany (120 pounds), John (270 pounds), and Genie (130 pounds). The fuel on board is 40 U.S. gallons of AVGAS and the baggage weighs 160 pounds.",,Miscellaneous
17,"If your buddy John switches places with Tiffany, what happens to the CG?",The CG shifts aft 2.0 inches,The CG shifts aft 1.1 inches,The CG shifts forward .8 inches,The CG shifts forward 2.0 inches,D,The CG shifts forward 2.0 inches,,multiple_choice,,"Tim has an aircraft with a basic empty weight of 1900 pounds (CG of 70 inches). Tim (180 pounds) has three friends he wants to take flying with him: Tiffany (120 pounds), John (270 pounds), and Genie (130 pounds). The fuel on board is 40 U.S. gallons of AVGAS and the baggage weighs 160 pounds.",,Weight shift
18,"Use the information from #17 for this calculation. If you burn 30 U.S. Gallons of AVGAS on this flight, what is your CG on touchdown?",72.03 inches,71.13 inches,68.97 inches,67.77 inches,D,67.77 inches,,multiple_choice,,"Tim has an aircraft with a basic empty weight of 1900 pounds (CG of 70 inches). Tim (180 pounds) has three friends he wants to take flying with him: Tiffany (120 pounds), John (270 pounds), and Genie (130 pounds). The fuel on board is 40 U.S. gallons of AVGAS and the baggage weighs 160 pounds. [[DIVIDER]] Referenced question 17: If your buddy John switches places with Tiffany, what happens to the CG?",,Weight change
19,John and Genie get out of the airplane to visit friends. Tim fills up the tanks (40 U.S. Gallons of AVGAS) and Tiffany returns to the front seat. What is the departure CG?,67.12 inches,71.61 inches,68.35 inches,72.82 inches,C,68.35 inches,,multiple_choice,,"Tim has an aircraft with a basic empty weight of 1900 pounds (CG of 70 inches). Tim (180 pounds) has three friends he wants to take flying with him: Tiffany (120 pounds), John (270 pounds), and Genie (130 pounds). The fuel on board is 40 U.S. gallons of AVGAS and the baggage weighs 160 pounds.",,Weight change
20,"One day you are flying an Airbus A380 and an FAA Inspector is onboard giving you a line check. The inspector remembers you from a previous conversation and asks if you remember the time between radials equation. You do and he asks, ""If I am 49 nautical miles from a VOR and I cross the 210° radial at 14:26:34 and the 219° radial at 14:28:28, what is my groundspeed?",231 kilometers per hour,256 kilometers per hour,429 kilometers per hour,566 kilometers per hour,C,429 kilometers per hour,,multiple_choice,,,,Time to VOR
21,"The Concorde is traveling at Mach 2.2, and the outside air temperature is -76°F. What is this true airspeed in statute miles per hour?",1250 statute miles per hour,1440 statute miles per hour,1560 statute miles per hour,1820 statute miles per hour,B,1440 statute miles per hour,,multiple_choice,,,,Airspeed / Mach
22,"Referring to question #21, if the Concorde could maintain this for the entire 36,400 kilometer journey around the world (with calm winds everywhere), how long would this journey take?",12 hours and 54 minutes,13 hours and 42 minutes,15 hours and 36 minutes,17 hours and 6 minutes,C,15 hours and 36 minutes,,multiple_choice,,"Referenced question 21: The Concorde is traveling at Mach 2.2, and the outside air temperature is -76°F. What is this true airspeed in statute miles per hour?",,Time problems with hours/min/sec
23,"What are the winds aloft if the true airspeed is 109 statue miles per hour, the groundspeed is 109 kilometers per hour, on a true course of 90°, and the wind correction angle is 6° L?",075° at 37 knots,105° at 42 knots,285° at 43 knots,255° at 39 knots,A,075° at 37 knots,,multiple_choice,,,,Wind correction
24,"Maintaining a groundspeed of 140 knots, you first turn to a true heading of 213° and find that you are drifting 5° L. You then turn to a true heading of 162° and find that you are drifting 6° R. What are the winds aloft?",243° at 39 knots,110° at 40 knots,190° at 41 knots,010° at 39 knots,D,010° at 39 knots,,multiple_choice,,,,Wind correction
25,"Without any calculations, you assume a time and distance to climb and descend for Route 1 total 25 minutes and 125 nautical miles, how long does it take to complete this route? Zero wind.",63.5 minutes,77.4 minutes,88.5 minutes,102.3 minutes,C,88.5 minutes,,multiple_choice,,"You are flying for a corporation that has many corporate aircraft. On two separate days in two separate aircraft (a G IV and King Air), you are asked to fly from Madison, WI (800 feet MSL) to Rapid City, SD (2200 feet MSL). You fly in a standard atmosphere unless otherwise stated. Route 1 is with the G IV and route 2 is with the King Air and are as follows: Route 1 MSN to RAP direct (602 nautical miles) [[NEXT_LINE]] True Course = 287° G IV burns 2000 pounds of Jet A per hour and travels at Mach 0.77 (-45°C) Route 2 Leg 1 (MSN to DSM), Leg 2 (DSM to RAP) 294 nautical miles and 422 nautical miles respectively [[NEXT_LINE]] True Course = Leg 1 (248°) and Leg 2 (322°) King Air burns 750 pounds of Jet A per hour and travels at 230 knots, true airspeed Des Moines, IA (600 feet MSL) is a landing airport.",,Time problems with hours/min/sec
26,"Without any calculations, you assume the fuel burn in Route 2 is the average over the entire leg. You also assume, for each climb and descent, the time and distance it takes are 20 minutes and 75 nautical miles, how much fuel is burned during Route 2? Zero wind.",2340 pounds,2190 pounds,2080 pounds,1840 pounds,A,2340 pounds,,multiple_choice,,"You are flying for a corporation that has many corporate aircraft. On two separate days in two separate aircraft (a G IV and King Air), you are asked to fly from Madison, WI (800 feet MSL) to Rapid City, SD (2200 feet MSL). You fly in a standard atmosphere unless otherwise stated. Route 1 is with the G IV and route 2 is with the King Air and are as follows: Route 1 MSN to RAP direct (602 nautical miles) [[NEXT_LINE]] True Course = 287° G IV burns 2000 pounds of Jet A per hour and travels at Mach 0.77 (-45°C) Route 2 Leg 1 (MSN to DSM), Leg 2 (DSM to RAP) 294 nautical miles and 422 nautical miles respectively [[NEXT_LINE]] True Course = Leg 1 (248°) and Leg 2 (322°) King Air burns 750 pounds of Jet A per hour and travels at 230 knots, true airspeed Des Moines, IA (600 feet MSL) is a landing airport.",,Fuel burn / fuel required
27,"Using the above information, if it costs (non-fuel costs) $80 per minute to operate the G IV and $40 per minute to operate the King Air, which is cheaper to operate on their respective routes?",The G IV by about $450,The G IV by about $790,The King Air by about $410,The King Air by about $780,A,The G IV by about $450,,multiple_choice,,"You are flying for a corporation that has many corporate aircraft. On two separate days in two separate aircraft (a G IV and King Air), you are asked to fly from Madison, WI (800 feet MSL) to Rapid City, SD (2200 feet MSL). You fly in a standard atmosphere unless otherwise stated. Route 1 is with the G IV and route 2 is with the King Air and are as follows: Route 1 MSN to RAP direct (602 nautical miles) [[NEXT_LINE]] True Course = 287° G IV burns 2000 pounds of Jet A per hour and travels at Mach 0.77 (-45°C) Route 2 Leg 1 (MSN to DSM), Leg 2 (DSM to RAP) 294 nautical miles and 422 nautical miles respectively [[NEXT_LINE]] True Course = Leg 1 (248°) and Leg 2 (322°) King Air burns 750 pounds of Jet A per hour and travels at 230 knots, true airspeed Des Moines, IA (600 feet MSL) is a landing airport.",,Miscellaneous
28,You plan the flight for the King Air on Route 2 as follows: The King Air climbs at 900 feet per minute to FL240 with a true airspeed of 180 knots and descends at 1500 feet per minute from FL240 with a true airspeed of 260 knots. The winds aloft are calm. What is the distance in cruise for the entirety of Route 2?,504.4 nautical miles,421.2 nautical miles,274.8 nautical miles,146.4 nautical miles,B,421.2 nautical miles,,multiple_choice,,"You are flying for a corporation that has many corporate aircraft. On two separate days in two separate aircraft (a G IV and King Air), you are asked to fly from Madison, WI (800 feet MSL) to Rapid City, SD (2200 feet MSL). You fly in a standard atmosphere unless otherwise stated. Route 1 is with the G IV and route 2 is with the King Air and are as follows: Route 1 MSN to RAP direct (602 nautical miles) [[NEXT_LINE]] True Course = 287° G IV burns 2000 pounds of Jet A per hour and travels at Mach 0.77 (-45°C) Route 2 Leg 1 (MSN to DSM), Leg 2 (DSM to RAP) 294 nautical miles and 422 nautical miles respectively [[NEXT_LINE]] True Course = Leg 1 (248°) and Leg 2 (322°) King Air burns 750 pounds of Jet A per hour and travels at 230 knots, true airspeed Des Moines, IA (600 feet MSL) is a landing airport.",,Miscellaneous
29,You plan the flight for the G IV on Route 1 as follows: The G IV climbs at 2000 feet per minute to FL380 with a true airspeed of 270 knots and descends at 2000 feet per minute from FL380 with an average true airspeed of 420 knots. The winds aloft are calm. What is the distance in cruise for Route 1?,478.3 nautical miles,392.7 nautical miles,324.2 nautical miles,280.2 nautical miles,B,392.7 nautical miles,,multiple_choice,,"You are flying for a corporation that has many corporate aircraft. On two separate days in two separate aircraft (a G IV and King Air), you are asked to fly from Madison, WI (800 feet MSL) to Rapid City, SD (2200 feet MSL). You fly in a standard atmosphere unless otherwise stated. Route 1 is with the G IV and route 2 is with the King Air and are as follows: Route 1 MSN to RAP direct (602 nautical miles) [[NEXT_LINE]] True Course = 287° G IV burns 2000 pounds of Jet A per hour and travels at Mach 0.77 (-45°C) Route 2 Leg 1 (MSN to DSM), Leg 2 (DSM to RAP) 294 nautical miles and 422 nautical miles respectively [[NEXT_LINE]] True Course = Leg 1 (248°) and Leg 2 (322°) King Air burns 750 pounds of Jet A per hour and travels at 230 knots, true airspeed Des Moines, IA (600 feet MSL) is a landing airport.",,Miscellaneous
30,"If the King Air burns 1250 pounds per hour in climb and the G IV burns 3200 pounds per hour in climb, which will burn more fuel during its climb(s)?",The King Air by 172 pounds,The King Air by 85 pounds,The G IV by 210 pounds,The G IV by 445 pounds,B,The King Air by 85 pounds,,multiple_choice,,"You are flying for a corporation that has many corporate aircraft. On two separate days in two separate aircraft (a G IV and King Air), you are asked to fly from Madison, WI (800 feet MSL) to Rapid City, SD (2200 feet MSL). You fly in a standard atmosphere unless otherwise stated. Route 1 is with the G IV and route 2 is with the King Air and are as follows: Route 1 MSN to RAP direct (602 nautical miles) [[NEXT_LINE]] True Course = 287° G IV burns 2000 pounds of Jet A per hour and travels at Mach 0.77 (-45°C) Route 2 Leg 1 (MSN to DSM), Leg 2 (DSM to RAP) 294 nautical miles and 422 nautical miles respectively [[NEXT_LINE]] True Course = Leg 1 (248°) and Leg 2 (322°) King Air burns 750 pounds of Jet A per hour and travels at 230 knots, true airspeed Des Moines, IA (600 feet MSL) is a landing airport.",,Fuel burn / fuel required
31,100 feet per second = _________________ statute miles per hour,,,,,68.1 statute MPH +/- 0.7,68.1 statute MPH +/- 0.7,,fill_in_blank,,,,Conversions
32,220 kilograms of AVGAS = ________________ Imperial Gallons of AVGAS,,,,,67.2 imp. Gallons +/- 1.0,67.2 imp. Gallons +/- 1.0,,fill_in_blank,,,,Conversions
33,"99,000 feet = ____________________ statute miles",,,,,18.8 statute miles +/- 0.5,18.8 statute miles +/- 0.5,,fill_in_blank,,,,Conversions
34,"Mach 0.54 at -20°C = _________________ kilometers per hour, true airspeed",,,,,618.0 km / hour +/- 5.0,618.0 km / hour +/- 5.0,,fill_in_blank,,,,Airspeed / Mach
35,424 quarts of oil = __________________ pounds of oil,,,,,794.0 pounds +/- 10.0,794.0 pounds +/- 10.0,,fill_in_blank,,,,Conversions
