number,question,choice_a,choice_b,choice_c,choice_d,answer_key,correct_choice,answer_key_type,question_type,choice_e,context,table,type_of_problem
11,"Find the magnetic winds aloft. TC: 308°, TAS: 134 KTS, GS: 156 KTS, TH: 297°, Variation: 8W",182° at 35 knots,360° at 33 knots,174° at 35 knots,079° at 30 knots,A,182° at 35 knots,,multiple_choice,,,,Wind correction
12,"Johnny departs from an airport on a true course of 157° while the winds at his altitude, 7500' MSL, are blowing from 220° at 24 knots. With 212 nautical miles total distance to travel, how many miles after departing will the time it takes to continue to his destination be equal to the time it takes to return to his departure airport? The outside air temperature is ISA+12°C and his indicated airspeed is 153 mph. Altimeter is 29.92"" Hg. Fuel on board 2 hours 30 minutes.",114 nm,98 nm,130 nm,84 nm,A,114 nm,,multiple_choice,,,,Equal time to point
13,"If an aircraft is flying at 192 knots, how many feet does it travel every second?",282,324,195,"1,944",B,324,,multiple_choice,,,,Conversions
14,"Given the following information, find true altitude MSL. Elevation = 6,531' MSL; Indicated altitude = 12,500' MSL; Temperature = 22°C; Altimeter setting = 29.33"" Hg; Indicated airspeed = 188 knots.","6,920'","13,221'","11,851'","6,690'",B,"13,221'",,multiple_choice,,,,Miscellaneous
15,An airliner is flying at Mach 0.79 with a TAS of 450 knots and indicating a temperature of -30°C. What is the actual outside air temperature if the OAT probe has a Ct of 1.0?,-27°C,-3°C,-57°C,-48°C,C,-57°C,,multiple_choice,,,,Airspeed / Mach
16,"On a windy day, two aircraft in vicinity of each other are communicating and wish to find the actual winds aloft. The first aircraft is flying a magnetic heading of 287° and notices a drift of 6° to the right. The second aircraft is flying a magnetic heading of 352° and notices a drift of 4° to the left. If both aircraft are flying at 120 knots true airspeed, what are the magnetic winds aloft?",145° at 23 knots,160° at 31 knots,326° at 22 knots,331° at 28 knots,A,145° at 23 knots,,multiple_choice,,,,Wind correction
17,How many knots of crosswind does an aircraft experience on final for runway 2? Winds are 330° at 28 knots. Aircraft true airspeed is 160 mph.,22 knots left crosswind,21 knots right crosswind,18 knots left crosswind,19 knots right crosswind,A,22 knots left crosswind,,multiple_choice,,,,Crosswind component
18,"Jerry is flying his single engine airplane home at 138 knots groundspeed on a true course of 225° when he accidentally flys into a TFR. At that moment, with 92 nm remaining on his flight, a military jet is sent to intercept him from a base that is to the northeast (specifically 045°) and 198 nm away. If the jet flies at 465 KTAS, how long will it take for the jet to intercept Jerry in his single engine airplane? Wind is calm.",52 minutes 24 seconds,36 minutes 15 seconds,58 minutes 11 seconds,41 minutes 36 seconds,B,36 minutes 15 seconds,,multiple_choice,,,,Overtaking aircraft
19,How far from home is the single engine airplane intercepted?,12.4 nm,37.9 nm,21.2 nm,8.7 nm,D,8.7 nm,,multiple_choice,,"Referenced question 18: Jerry is flying his single engine airplane home at 138 knots groundspeed on a true course of 225° when he accidentally flys into a TFR. At that moment, with 92 nm remaining on his flight, a military jet is sent to intercept him from a base that is to the northeast (specifically 045°) and 198 nm away. If the jet flies at 465 KTAS, how long will it take for the jet to intercept Jerry in his single engine airplane? Wind is calm.",,Overtaking aircraft
20,"The wind is from 070° true at 14 knots. Your plane has a cruise TAS of 214 mph while burning 17.6 gph of fuel. If you fill the tanks to their capacity of 65 gallons, how far out can you fly on a true course of 122° and loiter for 45 minutes before returning home and landing with 30 minutes of fuel remaining?",215 nm,221 nm,227 nm,234 nm,C,227 nm,,multiple_choice,,,,Radius of action
21,You cross the DEN VOR radial 159 at 2026 zulu and cross the 145 radial at 2027:27 zulu. Your DME shows 47.5 nm. What is your groundspeed?,460 knots,620 mph,438 knots,477 knots,A,460 knots,,multiple_choice,,,,Time to VOR
22,29.99 in Hg = how many millibars?,1015 mb,1016 mb,1017 mb,1018 mb,B,1016 mb,,multiple_choice,,,,Conversions
23,"You must clear a 1,700' hilltop on departure. If you takeoff from sea level and the hill is 6.3 nm away, will you clear the hill at your normal climb speed of 150 mph which yields a 595 fpm rate of climb?",Yes,No,,,A,Yes,,multiple_choice,,,,Climb gradient
24,"Referencing the previous question, by how much will you clear the hill?",You will impact 191 feet below the hilltop,You will impact 84 feet below the hilltop,You will clear the hill by 28 feet,You will clear the hill by 188 feet,C,You will clear the hill by 28 feet,,multiple_choice,,"Referenced question 23: You must clear a 1,700' hilltop on departure. If you takeoff from sea level and the hill is 6.3 nm away, will you clear the hill at your normal climb speed of 150 mph which yields a 595 fpm rate of climb?",,Climb gradient
25,"You enter oceanic airspace over KEEKA at 1553 zulu. ATC assigns you a cruise speed of M .78 at FL370 burning 6,000 pounds of fuel per hour. ATC asks at what time you will be able to climb and maintain FL380. You look in the FMC and see that you weigh 161,000 pounds and that FL 370 is your maximum altitude currently. You research and notice that you can only weigh 150,000 pounds to reach FL 380. What time do you tell ATC?",1736 zulu,1740 zulu,1743 zulu,1748 zulu,C,1743 zulu,,multiple_choice,,,,Weight change
26,"Referencing the previous question, how many miles would you fly during that time if the wind is 240° true at 74 knots. Your magnetic course is 004° and the variation is 14° W. OAT is -64°C.",910 nm,843 nm,814 nm,879 nm,B,843 nm,,multiple_choice,,"Referenced question 25: You enter oceanic airspace over KEEKA at 1553 zulu. ATC assigns you a cruise speed of M .78 at FL370 burning 6,000 pounds of fuel per hour. ATC asks at what time you will be able to climb and maintain FL380. You look in the FMC and see that you weigh 161,000 pounds and that FL 370 is your maximum altitude currently. You research and notice that you can only weigh 150,000 pounds to reach FL 380. What time do you tell ATC?",,Time problems with hours/min/sec
27,"At FL 390 and M .77, what is your IAS if the OAT is -64°C?",224 knots,375 kph,433 mph,294 knots,A,224 knots,,multiple_choice,,,,Airspeed / Mach
28,"How long will it take to fly 1.7 nm on a true course of 256° at an IAS of 144 knots at 3,500' pressure altitude and a temperature of +24°C if the wind is from 140° true at 18 knots?",6.28 minutes,1 min 12 seconds,37.5 seconds,.072 hours,C,37.5 seconds,,multiple_choice,,,,Time problems with hours/min/sec
29,"Find true altitude AGL. Elevation 3720'. Cruising at 9500' MSL. Altimeter 30.21"" Hg. Temperature is -23°C.",8800',9070',9210',5350',D,5350',,multiple_choice,,,,Miscellaneous
30,"Current CG = 34.7"". Aft limit is 33.0"". At 3700 lbs, what station would you have to delete 130 lbs from in order to shift the CG forward to the aft limit?",Station 16,Station 47,Station 52,Station 81,D,Station 81,,multiple_choice,,,,Weight change
31,Which altitude will give you the greatest radius of action?,4500',6000',7500',8500',A,4500',,multiple_choice,,Use the following information to answer 31-35. [[NEXT_LINE]] True Course: 130° [[NEXT_LINE]] Wind: [[TABLE]] [[NEXT_LINE]] Fuel on board: 54 gallons [[NEXT_LINE]] Fuel burn: 11.8 gph [[NEXT_LINE]] No reserve.,"{""type"":""table"",""headers"":[""Altitude"",""Wind"",""TAS""],""rows"":[[""3000'"",""260° at 26 knots"",""105 knots""],[""6000'"",""290° at 38 knots"",""109 knots""],[""9000'"",""320° at 50 knots"",""113 knots""]]}",Radius of action
32,Which altitude will give you the largest outbound wind correction angle?,8500',7500',6000',4500',D,4500',,multiple_choice,,Use the following information to answer 31-35. [[NEXT_LINE]] True Course: 130° [[NEXT_LINE]] Wind: [[TABLE]] [[NEXT_LINE]] Fuel on board: 54 gallons [[NEXT_LINE]] Fuel burn: 11.8 gph [[NEXT_LINE]] No reserve.,"{""type"":""table"",""headers"":[""Altitude"",""Wind"",""TAS""],""rows"":[[""3000'"",""260° at 26 knots"",""105 knots""],[""6000'"",""290° at 38 knots"",""109 knots""],[""9000'"",""320° at 50 knots"",""113 knots""]]}",Wind correction
33,What is the groundspeed back at 7500'?,120 knots,102 knots,89 knots,67 knots,D,67 knots,,multiple_choice,,Use the following information to answer 31-35. [[NEXT_LINE]] True Course: 130° [[NEXT_LINE]] Wind: [[TABLE]] [[NEXT_LINE]] Fuel on board: 54 gallons [[NEXT_LINE]] Fuel burn: 11.8 gph [[NEXT_LINE]] No reserve.,"{""type"":""table"",""headers"":[""Altitude"",""Wind"",""TAS""],""rows"":[[""3000'"",""260° at 26 knots"",""105 knots""],[""6000'"",""290° at 38 knots"",""109 knots""],[""9000'"",""320° at 50 knots"",""113 knots""]]}",Wind correction
34,What is the time to turn at 8500'?,79.5 minutes,83 minutes,93 minutes,104 minutes,A,79.5 minutes,,multiple_choice,,Use the following information to answer 31-35. [[NEXT_LINE]] True Course: 130° [[NEXT_LINE]] Wind: [[TABLE]] [[NEXT_LINE]] Fuel on board: 54 gallons [[NEXT_LINE]] Fuel burn: 11.8 gph [[NEXT_LINE]] No reserve.,"{""type"":""table"",""headers"":[""Altitude"",""Wind"",""TAS""],""rows"":[[""3000'"",""260° at 26 knots"",""105 knots""],[""6000'"",""290° at 38 knots"",""109 knots""],[""9000'"",""320° at 50 knots"",""113 knots""]]}",Radius of action
35,What is the groundspeed out at 6000'?,131 knots,144 knots,155 knots,161 knots,B,144 knots,,multiple_choice,,Use the following information to answer 31-35. [[NEXT_LINE]] True Course: 130° [[NEXT_LINE]] Wind: [[TABLE]] [[NEXT_LINE]] Fuel on board: 54 gallons [[NEXT_LINE]] Fuel burn: 11.8 gph [[NEXT_LINE]] No reserve.,"{""type"":""table"",""headers"":[""Altitude"",""Wind"",""TAS""],""rows"":[[""3000'"",""260° at 26 knots"",""105 knots""],[""6000'"",""290° at 38 knots"",""109 knots""],[""9000'"",""320° at 50 knots"",""113 knots""]]}",Wind correction
36,"Find density altitude. Elevation 3,110'. Cruise at 6,500' MSL. Altimeter 30.30"" Hg. 20°C.",8000',6710',6890',6120',A,8000',,multiple_choice,,,,Density altitude
37,"Find pressure altitude. Elevation 7770'. Cruising at 17,500' MSL, -22°C, Altimeter 29.29"" Hg.","17,470'","18,130'","16,900'","9,730'",B,"18,130'",,multiple_choice,,,,Miscellaneous
38,"What is the landing weight and CG of an aircraft after it has flown for 7 hours burning 9.5 gallons per hour from station 89? It departed at 3370 lbs and a CG of 77.3"".","2710 lbs and 74.4""","2971 lbs and 75.7""","3304 lbs and 77.0""","3171 lbs and 63.1""",B,"2971 lbs and 75.7""",,multiple_choice,,,,Weight change
39,What climb rate do you have if you're climbing at 410 ft/sm with a ground speed of 93 knots?,730 fpm,634 fpm,550 fpm,2300 fpm,A,730 fpm,,multiple_choice,,,,Climb gradient
40,"Find TC. Wind 040° at 30 kts, GS: 114 kts, TAS: 140 kts, TH: 012°",018°,347°,012°,005°,D,005°,,multiple_choice,,,,Courses and headings
