number,question,choice_a,choice_b,choice_c,choice_d,answer_key,correct_choice,answer_key_type,question_type,choice_e,context,table,type_of_problem
12,What is an aircraft's descent rate in feet per second if it descends at 675 ft/sm at a ground speed of 135 knots?,"1,745 FPS",29.1 FPS,175 FPS,292 FPS,B,29.1 FPS,,multiple_choice,,,,Rate of descent
13,"How long will it take to fly 1,900 kilometers at Mach 0.62 with an OAT of -40°F?",2:47:27,5:10:05,2:25:14,3:12:20,A,2:47:27,,multiple_choice,,,,Time problems with hours/min/sec
14,"Find ground speed under the following conditions: Wind is 070° at 18 knots, True Course is 216°, True Airspeed is 103 knots.",128 KTS,122 KTS,117 KTS,112 KTS,C,117 KTS,,multiple_choice,,,,Wind correction
15,"At -10°C, what is the pressure altitude if a pilot sees calibrated airspeed is 85 knots while the true airspeed is 83 knots?","-1,700 feet","1,200 feet",-800 feet,"2,000 feet",B,"1,200 feet",,multiple_choice,,,,Airspeed / Mach
16,What is the wind correction angle for an aircraft flying a heading of 189° at 129 knots ground speed if winds aloft are 305° at 41 knots and true airspeed is 106 knots?,16° L,11° R,12° R,17° R,D,17° R,,multiple_choice,,,,Wind correction
17,"What indicated airspeed should a pilot target if they wish to fly 450 NM in 3:30 at 7,500' MSL where winds are 150° at 18 knots, true course is 109°, temperature is -12°C, and altimeter setting is 30.27"" Hg?",151 MPH,131 MPH,143 MPH,114 MPH,A,151 MPH,,multiple_choice,,,,Airspeed / Mach
18,What is the minimum amount of AVGAS needed to fly 590 km at 185 knots including 0:45 minutes of reserve? Use an average fuel burn of 12.6 GPH.,71.0 gallons,34.6 gallons,31.1 gallons,49.5 gallons,C,31.1 gallons,,multiple_choice,,,,Fuel burn / fuel required
19,"Wind is 350° at 17 knots. On a 293° course and at 116 KTAS, what is the ground speed?",106 MPH,114 KTS,122 MPH,130 KTS,C,122 MPH,,multiple_choice,,,,Wind correction
20,How many radials has an aircraft crossed while arcing east if the initial radial was 144° at 12 DME and the distance traveled on the arc is 4.8 NM?,21°,23°,10°,52°,B,23°,,multiple_choice,,,,DME arc
21,Mach 0.77 at -38°C is equivalent to how many MPH?,460,400,529,498,C,529,,multiple_choice,,,,Airspeed / Mach
22,What is the headwind component for Runway 16 with winds 122° at 14 knots?,11 KTS,9 KTS,13 KTS,7 KTS,A,11 KTS,,multiple_choice,,,,Crosswind component
23,"If the cost of 100LL is $5.20 per gallon, how much will it cost to refuel your aircraft after burning 15 gallons on a cross country flight?",$28.80 ,$78.00 ,$288.00 ,$780.00 ,B,$78.00 ,,multiple_choice,,,,Fuel burn / fuel required
24,"What climb rate is required if you are to maintain a climb gradient of 340 feet per nautical mile, while climbing at a true airspeed of 82 knots? Winds are calm.",249 feet per minute,465 feet per minute,145 feet per minute,More information is required.,B,465 feet per minute,,multiple_choice,,,,Climb gradient
25,"You've decided to fulfill a longtime dream and fly into this year's AirVenture in Oshkosh, Wisconsin. You have faith in your single engine airplane, and have decided to fly across Lake Michigan rather than around it. Your course across the lake will be 285°, and the winds at your chosen altitude of 8,500 feet are 220° at 27 knots. Indicated airspeed is 105 knots. The temperature and pressure at 8,500 are both standard. Before you go any farther, if something goes wrong, how cold will the water below be in Fahrenheit if latest reports indicate a water temperature of 17°C?",-8°F,45°F,61°F,63°F,D,63°F,,multiple_choice,,,,Conversions
26,"Using the information from the previous question, and knowing your course across the lake will be 31 nautical miles, how far can you fly out over the lake before the time to continue equals the time to turn back?",17 nautical miles,23 nautical miles,14 nautical miles,20 nautical miles,A,17 nautical miles,,multiple_choice,,"Referenced question 25: You've decided to fulfill a longtime dream and fly into this year's AirVenture in Oshkosh, Wisconsin. You have faith in your single engine airplane, and have decided to fly across Lake Michigan rather than around it. Your course across the lake will be 285°, and the winds at your chosen altitude of 8,500 feet are 220° at 27 knots. Indicated airspeed is 105 knots. The temperature and pressure at 8,500 are both standard. Before you go any farther, if something goes wrong, how cold will the water below be in Fahrenheit if latest reports indicate a water temperature of 17°C?",,Equal time to point
27,"Using the information from the previous questions, what should your compass heading be on the flight to OSH? Magnetic variation is 5° W and deviation is -1°.",268°,278°,290°,300°,B,278°,,multiple_choice,,"Referenced question 25: You've decided to fulfill a longtime dream and fly into this year's AirVenture in Oshkosh, Wisconsin. You have faith in your single engine airplane, and have decided to fly across Lake Michigan rather than around it. Your course across the lake will be 285°, and the winds at your chosen altitude of 8,500 feet are 220° at 27 knots. Indicated airspeed is 105 knots. The temperature and pressure at 8,500 are both standard. Before you go any farther, if something goes wrong, how cold will the water below be in Fahrenheit if latest reports indicate a water temperature of 17°C? [[DIVIDER]] Referenced question 26: Using the information from the previous question, and knowing your course across the lake will be 31 nautical miles, how far can you fly out over the lake before the time to continue equals the time to turn back?",,Courses and headings
28,"Another student wishes to observe your training flight, so you agree to let them ride in the back. Your instructor asks you to calculate the weight and balance to make sure everything is within limits for the flight. If the weight and CG before the other student gets in is 2,018 pounds and 41.2 inches, what is the new weight and CG if the student weighs 190 pounds and sits at station 73?","2,208 pounds and 38.5 inches","2,018 pounds and 43.9 inches","2,208 pounds and 44.2 inches","2,208 pounds and 43.9 inches",D,"2,208 pounds and 43.9 inches",,multiple_choice,,,,Weight change
29,"On your most recent cross country, you covered 452 statute miles, while burning 170 liters of fuel at an average ground speed of 196 kilometers per hour. What was your average fuel burn?",12.1 gallons per hour,10.5 gallons per hour,4.6 gallons per hour,11.6 gallons per hour,A,12.1 gallons per hour,,multiple_choice,,,,Fuel burn / fuel required
30,"The maximum allowable cross wind component for takeoff for your aircraft is 35 knots, including gusts. The maximum allowable tailwind is 10 knots. If the winds are from 180° at 35 knots, with gusts to 42 knots, which of the following runways is permitted for takeoff?",None of these runways are legal. You'll need to wait for the weather to improve.,Runway 24,Runway 33,Runway 6,A,None of these runways are legal. You'll need to wait for the weather to improve.,,multiple_choice,,,,Crosswind component
31,You are descending on a 3° slope at 180 kts when ATC tells you to reduce to 150 kts. If you want to maintain the same 3° descent what rate of descent will you need to maintain?,954 FPM,810 FPM,654 FPM,795 FPM,D,795 FPM,,multiple_choice,,,,Rate of descent
32,"Your aircraft is loaded to 2,480 lbs with a CG of 76.8"". What will your new CG be if your 180 lb friend decides to join in the back seat at 108""?","77.01""","78.91""","74.69""","76.59""",B,"78.91""",,multiple_choice,,,,Weight change
33,"Using the information from the previous question, the new CG puts you 0.91"" behind the aft CG limit of your aircraft. How much weight must you move from the baggage compartment at 160"" to the nose compartment at 26"" to bring the CG 1"" inside the aft limit?",43.9 lbs,85.6 lbs,37.9 lbs,67.8 lbs,C,37.9 lbs,,multiple_choice,,"Referenced question 32: Your aircraft is loaded to 2,480 lbs with a CG of 76.8"". What will your new CG be if your 180 lb friend decides to join in the back seat at 108""?",,Weight shift
34,You are flying a true course of 145 and a planned true airspeed of 112 kts. If the forecast winds aloft are 240@16 what magnetic heading should you fly? The variation is 12 West and the airplane has a +4 deviation error.,157°,165°,153°,141°,B,165°,,multiple_choice,,,,Courses and headings
35,What would your planned groundspeed be in the above example?,112 KTS,119 KTS,101 KTS,107 KTS,A,112 KTS,,multiple_choice,,Referenced question 34: You are flying a true course of 145 and a planned true airspeed of 112 kts. If the forecast winds aloft are 240@16 what magnetic heading should you fly? The variation is 12 West and the airplane has a +4 deviation error.,,Wind correction
36,"If your airplane has a indicated never exceed speed of 160 kts what would that be in mach at 6,500' in ISA +13°C conditions?",.272 M,.106 M,.244 M,.216 M,A,.272 M,,multiple_choice,,,,Airspeed / Mach
37,While flying a cross country you decide to make ground speed checks by timing how long it takes to fly between radials. If you maintain 21 DME and cross the 137 radial at 1523z and the 177 radial at 1531z what is your ground speed?,120 KTS,42 KTS,86 KTS,105 KTS,D,105 KTS,,multiple_choice,,,,DME arc
38,"Unfortunately, your navigation system seems to be malfunctioning, because at your 50 miles you find yourself 3 miles off left of course. If your original heading was 240° what heading would you need to fly to parallel your intended course?",250.0°,243.6°,230.0°,236.4°,B,243.6°,,multiple_choice,,,,Off-Course
39,If you still have 90 miles left to fly what total heading correction is required to fly directly to your destination?,20°,2°,7.8°,5.6°,D,5.6°,,multiple_choice,,"Referenced question 38: Unfortunately, your navigation system seems to be malfunctioning, because at your 50 miles you find yourself 3 miles off left of course. If your original heading was 240° what heading would you need to fly to parallel your intended course?",,Off-Course
40,"Your home airport elevation is 1,600' but it's a slightly warm day at 35°C and standard pressure. What is the density altitude?","4,300'","3,600'","4,900'","5,400'",A,"4,300'",,multiple_choice,,,,Density altitude
