number,question,choice_a,choice_b,choice_c,choice_d,answer_key,correct_choice,answer_key_type,question_type,choice_e,context,table,type_of_problem
11,"You've calculated a CAS of 189 mph. The local altimeter setting is 30.05"" Hg and the OAT at your cruising altitude of 11,500 feet is -3°C. What is your TAS?",196 kts,226 kts,360 kts,137 kts,A,196 kts,2.h.i,multiple_choice,,,,Airspeed / Mach
12,"It's a hot Tuesday afternoon. The field elevation is 2,826'. The temperature is 103°F. What is the density altitude if the altimeter setting is 29.79"" Hg?","6,300'","2,960'","6,150'","4,790'",A,"6,300'",2.h.i,multiple_choice,,,,Density altitude
13,You are cruising at FL370. It's ISA-11°C. What TAS is equivalent to Mach 0.77?,491 KTAS,437 KTAS,485 KTAS,426 KTAS,D,426 KTAS,2.g.i,multiple_choice,,,,Airspeed / Mach
14,"You're enjoying great evening flying weather and have just embarked on the final leg of a VFR cross-country flight. It's golden hour and while enjoying the views and long shadows below you realize you drifted off course. The final leg is a total of 98 nm. According to your recently discovered actual position, you have covered 31 nm. You are 4.2 nm right of course and you want to re-intercept your plotted course 15 nm from your destination. How many degrees do you need to turn?",8°,5°,13°,11°,C,13°,2.e.ii,multiple_choice,,,,Off-Course
15,"The winds at 5,500' are 120° at 27 knots. You are tracking a true course of 330° at a true airspeed of 154 mph. How much do you need to increase or decrease your true airspeed to decrease your wind correction angle by 1°?",+21 kts,+17 kts,-6 kts,-19 kts,A,+21 kts,3.a.i,multiple_choice,,,,Wind correction
16,You are planning to fly VFR from Small Town Municipal Airport to Small City Regional. The distance is 234 nm on a TC of 324°. You cruise at a TAS of 287 km/hr. The winds aloft are as reported below. [[TABLE]] Which cruising altitude would result in the shortest flight time?,"3,500'","4,500'","6,500'","7,500'",A,"3,500'",3.a.iii,multiple_choice,,,Altitude | Winds aloft [[NEXT_LINE]] 3000 | 1637 [[NEXT_LINE]] 6000 | 2032 [[NEXT_LINE]] 9000 | 2042,Wind correction
17,"You are flying an approach to runway 16 at 103 KTAS, and the winds are 200° at 16 kts. What descent rate will keep you on the 4.8° descent angle?",339'/min,657'/min,721'/min,763'/min,D,763'/min,2.d.ii,multiple_choice,,,,Rate of descent
18,"Referencing the previous question, two waypoints along your straight-in final are identified by VOR radials. The first (final approach point) is at the 063° radial, and the second (missed approach point) is at the 079° radial. If your DME reads 24 nm at the final approach point, how long will it take you to reach the missed approach point?","2 minutes, 40 seconds","3 minutes, 43 seconds","4 minutes, 16 seconds","6 minutes, 23 seconds",C,"4 minutes, 16 seconds",2.f.ii,multiple_choice,,"Referenced question 17: You are flying an approach to runway 16 at 103 KTAS, and the winds are 200° at 16 kts. What descent rate will keep you on the 4.8° descent angle?",,Time to VOR
19,"The world's fastest recorded bird, a peregrine falcon named Frightful, was recorded traveling 242 MPH in a dive. If you were descending next to Frightful on the record-setting dive, what would your vertical speed indicator read?","14,682'/min","21,296'/min","24,471'/min","27,493'/min",B,"21,296'/min",2.c.ii,multiple_choice,,,,Rate of descent
20,"Your anti-skid system monitors wheel speed during landing and releases the brake if the wheel speed is below 80% of the aircraft ground speed. Your aircraft has 16"" diameter tires, and the normal touchdown speed is 97 knots. Below what wheel speed will the anti-skid trigger when the aircraft is at touchdown speed?",940 RPM,1630 RPM,1885 RPM,2350 RPM,C,1885 RPM,2.n.iii,multiple_choice,,,,Miscellaneous
21,"Your aircraft weighs 1,048 lbs with a CG of 18.3"" empty. You (173 lbs) and your instructor (184 lbs) are planning to do acrobatic training, but you notice that the fuel tanks are full at 28 gallons. If you burn 5.8 GPH, how long will you need to fly before the aircraft is within the aerobatic CG range of 16-18""? You and your instructor sit at 15"" aft, and the fuel tank is at 24"" aft.",8 minutes,63 minutes,71 minutes,74 minutes,D,74 minutes,2.k.iii,multiple_choice,,,,Weight change
22,What is the required fuel load for the following flight using a 30-minute day VFR reserve? [[NEXT_LINE]] TC=137°. [[NEXT_LINE]] Distance=349 km. [[NEXT_LINE]] TAS=151 kts. [[NEXT_LINE]] Winds aloft=080° at 37 kts. [[NEXT_LINE]] Fuel burn=9.7 GPH.,86 lbs,97 lbs,115 lbs,126 lbs,C,115 lbs,2.b.iii,multiple_choice,,,,Fuel burn / fuel required
23,"You are flying at FL340 and ISA+7, and ATC assigns you the following: ""Cross COMAC at 1748Z, current time 1733Z, after COMAC maintain Mach 0.79."" Looking at your GPS, COMAC is 124 nm away on a 347° true course. If the winds aloft are 270° at 47 knots, what Mach number should you fly to COMAC?",M0.79,M0.83,M0.86,M0.89,C,M0.86,2.g.iii,multiple_choice,,,,Time problems with hours/min/sec
24,"Referencing the previous question, what indicated airspeed will you fly after passing COMAC?",298 mph,312 mph,326 mph,333 mph,C,326 mph,2.h.ii,multiple_choice,,"Referenced question 23: You are flying at FL340 and ISA+7, and ATC assigns you the following: ""Cross COMAC at 1748Z, current time 1733Z, after COMAC maintain Mach 0.79."" Looking at your GPS, COMAC is 124 nm away on a 347° true course. If the winds aloft are 270° at 47 knots, what Mach number should you fly to COMAC?",,Airspeed / Mach
25,"You are flying over Lake Winnebago on a 010° course at 89 mph TAS, and the winds aloft are 040° at 19 kts. If the lake is 25 nm long, how far are you from the northern shore when the time to continue equals the time to return?",9.8 nm,10.8 nm,12.7 nm,15.3 nm,A,9.8 nm,2.m.i,multiple_choice,,,,Equal time to point
26,"After flying 57 nm of your 192 nm flight, you notice that you are 3 nm left of course. If you turn 7° right, how far will you be from the destination when you rejoin your course?",83 nm,88 nm,96 nm,104 nm,B,88 nm,2.e.i,multiple_choice,,,,Off-Course
27,"You are going to be flying a steeper than normal approach path of 3.5° and the ILS glideslope is out of service so you need to figure out what FPM to fly on the approach. If your ground speed is 135 kts and you have a headwind of 20 kts on the approach, what would your FPM need to be?",371 FPM,711 FPM,769 FPM,835 FPM,D,835 FPM,2.d.i,multiple_choice,,,,Rate of descent
28,"While flying along at your cruise altitude of 37,000' ATC tells you, ""Area of moderate to severe turbulence, 12 o'clock, 10 miles and will continue for the next 50 miles."" How long do you have until you enter the area of turbulence if you have an IAS of 260 kts and the OAT is showing -55°C? You also have a 121-mph headwind.",13.5 Seconds,"1 Minute, 33 Seconds","1 Minute, 13 Seconds","1 Minute, 21 Seconds",B,"1 Minute, 33 Seconds",2.a.iii,multiple_choice,,,,Time problems with hours/min/sec
29,Reference the previous question. How long would you be in the area of turbulence from the time that you entered it?,"5 Minutes, 25 Seconds","5 Minutes, 39 Seconds","4 Minutes, 15 Seconds","6 Minutes, 14 Seconds",D,"6 Minutes, 14 Seconds",2.a.i,multiple_choice,,"Referenced question 28: While flying along at your cruise altitude of 37,000' ATC tells you, ""Area of moderate to severe turbulence, 12 o'clock, 10 miles and will continue for the next 50 miles."" How long do you have until you enter the area of turbulence if you have an IAS of 260 kts and the OAT is showing -55°C? You also have a 121-mph headwind.",,Time problems with hours/min/sec
30,"A fuel sample consists of 8 fluid ounces. The total tank capacity is 50 gallons. If the tank is 3/4 full, what percentage of fuel was collected for sampling?",0.17%,0.09%,0.13%,0.02%,A,0.17%,1.d.ii,multiple_choice,,,,Conversions
31,"You need a minimum of 9,200 pounds of jet fuel added to your aircraft. How many gallons should you request? (Use 6.7 lbs/gal)",1352,1373,1415,1518,B,1373,1.d.i,multiple_choice,,,,Conversions
32,"Given the following METAR, find the density altitude. Airport elevation is 842'. [[NEXT_LINE]] KMSP 162031Z 22018G48KT 1/4 SM +SNRA BR BKN012 OVC017 00/M02 A2962 RMK AO2 PK WND 33048/2022 T00001017",886',219',-430',-1172',C,-430',2.h.i,multiple_choice,,,,Density altitude
33,"The CRJ 900 can accommodate 5,350 pounds of cargo. If the average checked suitcase weighs 15 kilograms, how many suitcases could be on board if the cargo is to only be loaded to 80% of the maximum capacity?",129 bags,162 bags,285 bags,356 bags,A,129 bags,1.b.iii,multiple_choice,,,,Conversions
34,"A 48"" x 40"" pallet is loaded with a Packard V-1650 Merlin engine weighing in at 746 kg. How many pounds per square inch of pressure is being exerted on the pallet?",1.22 PSI,0.59 PSI,0.39 PSI,0.85 PSI,D,0.85 PSI,1.g.iii,multiple_choice,,,,Miscellaneous
35,"Pivotal altitude is calculated by dividing 11.3 from the squared ground speed in knots and adding field elevation to the quotient. The ground speed is 200 mph and the field elevation is 1029', what is the pivotal altitude?","4,568'","3,705'","2,676'","1,296'",B,"3,705'",1.g.iv,multiple_choice,,,,Miscellaneous
36,"Kona, a 60-lb Golden Retriever, is currently in the back seat (70% MAC) and jumps up front (12% MAC) for a better view in your 1900-lb airplane (MAC of 50%). What is the change in CG in terms of MAC?",-1.83%,-1.78%,-1.20%,-1.16%,A,-1.83%,2.k.i,multiple_choice,,,,CG in % MAC
37,"A jet with 180 seats is loaded 95% full. Twenty passengers receive a full-size 8 oz drink. The rest receive only 4 oz drinks and a lot of ice. If the drinks are poured from two-liter bottles, how many bottles will be used?",6.2,11.3,11.8,23.1,B,11.3,1.g.iv,multiple_choice,,,,Conversions
38,"Cruising at Mach 0.73, how long does it take to fly 52 NM at FL340? Assume ISA temperature, wind of 235° at 49 knots and true course of 267°.",8:25,8:14,7:49,7:24,B,8:14,3.a.iii,multiple_choice,,,,Time problems with hours/min/sec
39,"To measure the velocity of wind, an ASOS uses rotating cups attached 4 inches away from a central shaft. If the sensor detects the shaft rotating at 800 RPM, what is the wind speed in knots?",20.5 kts,9.0 kts,16.5 kts,12.0 kts,C,16.5 kts,2.n.iii,multiple_choice,,,,Conversions
40,Find the crosswind component when landing on runway 22 if ATC says winds are 150° at 17 knots. Variation is 9° W.,9 mph,11 knots,15 mph,16 knots,D,16 knots,3.e.i,multiple_choice,,,,Crosswind component
