number,question,choice_a,choice_b,choice_c,choice_d,answer_key,correct_choice,answer_key_type,question_type,choice_e,context,table,type_of_problem
12,What is your radius of action? (Assuming zero fuel reserves),307 nm,300 nm,290 nm,295 nm,A,307 nm,,multiple_choice,,"Use the following data for questions 11-14: [[NEXT_LINE]] TC: 170 outbound Pressure altitude: 5,000' IAS: 140 knots. [[NEXT_LINE]] Winds: 200 @ 25 knots OAT: 0 C Fuel: 40 US gal Burn: 9.5 gph.",,Radius of action
13,What is your total trip time if you flew the radius of action?,305 minutes,300 minutes,252 minutes,290 minutes,C,252 minutes,,multiple_choice,,"Use the following data for questions 11-14: [[NEXT_LINE]] TC: 170 outbound Pressure altitude: 5,000' IAS: 140 knots. [[NEXT_LINE]] Winds: 200 @ 25 knots OAT: 0 C Fuel: 40 US gal Burn: 9.5 gph.",,Radius of action
14,"If you wanted to fly straight on the outbound heading until you ran out of fuel, how far could you travel?",632 nm,718 nm,534 nm,608 nm,C,534 nm,,multiple_choice,,"Use the following data for questions 11-14: [[NEXT_LINE]] TC: 170 outbound Pressure altitude: 5,000' IAS: 140 knots. [[NEXT_LINE]] Winds: 200 @ 25 knots OAT: 0 C Fuel: 40 US gal Burn: 9.5 gph.",,Fuel burn / fuel required
15,How much does 7 quarts of oil weigh?,21 lbs,65.6 lbs,13.13 lbs,6.56 lbs,C,13.13 lbs,,multiple_choice,,,,Conversions
16,"While fueling in a foreign land, you know you need 255,000 lb. of fuel in your Boeing 747-400. You already know how many gallons of fuel you need, since that's an easy 6.75 lb./gallon, but the fueler asks how many liters of fuel you need.","37,778 liters","142,800 liters","9,995 liters","83,112 liters",B,"142,800 liters",,multiple_choice,,,,Conversions
17,"After completing your weight and balance, you find that your gross weight is 910 kg., and you are 1.5"" aft of your center of gravity. How many 20 lb. boxes of cargo will you have to move to the next cargo hold 20"" forward to come within limits?",3,4,7,8,D,8,,multiple_choice,,,,Weight shift
18,"The departure procedure off of Rwy 30L in Dubai states you must maintain a climb gradient of 305 feet/nm to 2,000' MSL. Your climbout speed today is 162 KIAS. The winds are calm at this sea level airport with an OAT of 115°F. What vertical speed must you maintain to 2,000' MSL to comply with this departure procedure?",870 fpm,825 fpm,113 fpm,107 fpm,A,870 fpm,,multiple_choice,,,,Climb gradient
19,You are departing runway 25R and the winds are 300° at 24 knots. Does this exceed the maximum demonstrated crosswind limitation of 15 knots?,No. It is right at the limitation.,No. It is four knots under the limitation.,Yes. You exceed the limitation by three knots.,Yes. You exceed the limitation by eight knots.,C,Yes. You exceed the limitation by three knots.,,multiple_choice,,,,Crosswind component
20,A pilot inbound on the 360° radial of a VOR turns 20° left and flies for 8 minutes. When the pilot crosses the 020° radial they turn inbound again. How long will it take to fly to the VOR?,6.3 minutes,8.0 minutes,9.7 minutes,11.0 minutes,B,8.0 minutes,,multiple_choice,,,,Time to VOR
21,"An air traffic controller sees two aircraft on his radar scope flying the same jet route at the same altitude 5 NM apart. He has 0:16:40 to get 30 NM separation between the two aircraft. The first jet is told to maintain max forward speed, which the controller sees from his scope is 13 NM every 2 minutes. Winds at altitude are a 60 knot headwind and temperature is -42°C. What maximum speed can the controller tell the second, trailing plane to fly in order to get 30 NM separation? Assume the time and speed for the second plane to slow down is negligible.",Mach 0.51,Mach 0.61,Mach 0.56,Mach 0.67,B,Mach 0.61,,multiple_choice,,,,Overtaking aircraft
22,"Find cruise ground speed at FL290 if winds aloft are 255° at 141 knots, indicated airspeed is 207 knots, outside air temperature is ISA-8°C, and magnetic course is 093°.",150 knots,390 mph,415 mph,449 knots,D,449 knots,,multiple_choice,,,,Wind correction
23,325 milliliters = ____ ounces,11,8.6,96,1,A,11,,multiple_choice,,,,Conversions
24,You are doing a turn around a point and you are maintaining 90 knots and in one full circle you travel 2.6 nm. How far from the point are you maintaining on average?,.4 nm,.8 nm,1.2 nm,1.6 nm,A,.4 nm,,multiple_choice,,,,Miscellaneous
25,"Referencing the previous question, how long will it take you to do four full turns around a point?",1.73 minutes,.17 hours,.69 minutes,.12 hours,D,.12 hours,,multiple_choice,,Referenced question 24: You are doing a turn around a point and you are maintaining 90 knots and in one full circle you travel 2.6 nm. How far from the point are you maintaining on average?,,Time problems with hours/min/sec
26,"You are going 234 KTAS at 14,000' and the temperature is -22°C, what percentage of the speed of sound are you going?",0.38%,46.40%,14.50%,37.80%,D,37.80%,,multiple_choice,,,,Airspeed / Mach
27,"Referencing the previous question, what is your speed in KIAS?",177,192,285,309,B,192,,multiple_choice,,"Referenced question 26: You are going 234 KTAS at 14,000' and the temperature is -22°C, what percentage of the speed of sound are you going?",,Airspeed / Mach
28,You are transporting a drum with 48 gallons of AVGAS to northern Alaska. The drum sits on a pallet measuring 24 inches square. Your aircraft has a floor load limit of 80 lbs/square feet. Can you load the barrel with the pallet it rests on now and remain within the limitation? (disregard the weight of the drum and pallet itself),"No, the pallet needs to be 0.6 square feet larger","Yes, the pallet is large enough by 0.4 square feet","Yes, the pallet is large enough by 0.8 square feet","No, the pallet needs to be 8 square feet larger",B,"Yes, the pallet is large enough by 0.4 square feet",,multiple_choice,,,,Miscellaneous
29,"Regardless, you load the drum of AVGAS anyways, at an average station of 128"". The CG before the AVGAS was loaded was 97"". The new weight of the aircraft is 2950 lbs. What is the new CG?","97.3""","94.0""","97.9""","100.0""",D,"100.0""",,multiple_choice,,,,Weight change
30,"Your best friend just got tickets for the both of you to see the Green Bay Packers take on the Minnesota Vikings in Green Bay. He asks that you fly from Green Bay to pick him up from Traverse City Airport in your spacious Cessna 152. If you want to arrive back in Green Bay 2 hours before kickoff, when is the latest you should take off from Green Bay? (Kick off is 15:30 CST; disregard time spent on the ground in TVC)",11:13 CST,13:33 CST,11:33 CST,10:47 CST,A,11:13 CST,,multiple_choice,,Use the following info for questions 30-32: [[NEXT_LINE]] Dist. = 110 nm Magnetic Course (GRB-TVC) = 083 TAS = 121 mph [[NEXT_LINE]] Magnetic Winds = 310@35 knots Fuel Flow = 5.5 gph [[NEXT_LINE]] Assume the same performance for climb and descent.,,Time problems with hours/min/sec
31,"On the way back, 52 sm from GRB, your friend is starting to experience chest tightness. At this point would it be quicker to continue to GRB, or return to TVC?","Continue to GRB, you passed your equal time point 13 nm ago","Return to TVC, you're short of your equal time point by 3 nm","Return to TVC, you're short of your equal time point by 5 nm","Return to TVC, you're short of your equal time point by 7 nm",B,"Return to TVC, you're short of your equal time point by 3 nm",,multiple_choice,,Use the following info for questions 30-32: [[NEXT_LINE]] Dist. = 110 nm Magnetic Course (GRB-TVC) = 083 TAS = 121 mph [[NEXT_LINE]] Magnetic Winds = 310@35 knots Fuel Flow = 5.5 gph [[NEXT_LINE]] Assume the same performance for climb and descent.,,Equal time to point
32,"Your friend turns out to be alright though, and you arrive in GRB without incident. If fuel costs $5.74 per gallon, how much did you spend on fuel for your flight today?",$72.32 ,$61.42 ,$83.17 ,$66.02 ,A,$72.32 ,,multiple_choice,,Use the following info for questions 30-32: [[NEXT_LINE]] Dist. = 110 nm Magnetic Course (GRB-TVC) = 083 TAS = 121 mph [[NEXT_LINE]] Magnetic Winds = 310@35 knots Fuel Flow = 5.5 gph [[NEXT_LINE]] Assume the same performance for climb and descent.,,Fuel burn / fuel required
33,"The O'Hare Six departure requires you to cross the 5 DME arc from the VOR at 3,000' MSL. Your planned runway for departure will have you rotate on the 1 DME arc from the VOR as you climb away from the station. Airport elevation is 650'. Assuming a straight out departure, what climb rate must you maintain if your average ground speed is 200 knots?",1570 fpm,1860 fpm,1960 fpm,2010 fpm,C,1960 fpm,,multiple_choice,,,,Climb gradient
34,"The Polar Vortex is Back! At your local field, the elevation is 860', the OAT is -26 Celsius, and the local altimeter setting is 30.56"" Hg. What is the density altitude at the field?",1920',-1920',-3900',-5100',D,-5100',,multiple_choice,,,,Density altitude
35,"Curious as to the coldest place on Earth now, you learn that scientists recently measured a record setting -93° Celsius in Antarctica. What is that in Fahrenheit?",-84°,-124°,-135°,-199°,C,-135°,,multiple_choice,,,,Conversions
36,"Cruising at FL200, the OAT is -34 Celsius, and your CAS is 270 knots. What is your TAS?",295 knots,346 knots,362 knots,370 knots,C,362 knots,,multiple_choice,,,,Airspeed / Mach
37,An F-16 is maintaining 200 knots true airspeed in a straight vertical climb. What rate is it climbing at in feet per second?,337,288,241,120,A,337,,multiple_choice,,,,Rate of climb
38,"You are out for a short afternoon practice flight for the VFR Navigation event. Unfortunately, the government seems to be testing GPS jamming equipment today and you have lost the magenta line as your GPS failed. You find yourself reverting to pilotage once again, and discover you have drifted 1.5 nautical miles left of your course. If you discover this 12.1 nautical miles into a 23.3 nautical mile leg, how many degrees must you turn to arrive over the checkpoint?",0.15° right,1.5° right,15° right,150° right,C,15° right,,multiple_choice,,,,Off-Course
39,"While planning for this practice VFR Navigation flight, you figure your time to fly 1 statute mile to be 33 seconds. What is your indicated airspeed on a calm wind, standard day at 4,500' MSL?",100 mph,102 mph,109 mph,114 mph,B,102 mph,,multiple_choice,,,,Time problems with hours/min/sec
40,"The wind is forecast to be from 225° at 28 knots for your cross country flight. If your true course is 133° and you plan a true airspeed of 144 mph, what is your ground speed?",141 mph,122 mph,196 km/hr,133 mph,A,141 mph,,multiple_choice,,,,Wind correction
