number,question,choice_a,choice_b,choice_c,choice_d,answer_key,correct_choice,answer_key_type,question_type,choice_e,context,table,type_of_problem
11,How much fuel (US gals) will be needed for a flight based on the following data? [[TABLE]],28.6,34.5,25.2,30.7,D,30.7,,multiple_choice,,,"{""type"":""table"",""headers"":[""Item"",""Value""],""rows"":[[""Fuel consumption"",""64.2 pph""],[""Wind"",""190 @ 18 kts""],[""True course"",""305°""],[""Trip length"",""395 NM""],[""Indicated airspeed"",""138 kts.""],[""Indicated altitude"",""8,500' (pressure altitude is the same)""],[""Outside air temperature"",""+12°C""],[""Reserve"",""30 minutes""]]}",Fuel Burn / Fuel Required
12,What is your wind correction angle? Given: [[TABLE]],5 E,3 E,4 W,6 W,A,5 E,,multiple_choice,,,"{""type"":""table"",""headers"":[""Item"",""Value""],""rows"":[[""True course"",""039""],[""True airspeed"",""215 kts""],[""Wind"",""130 @ 18 kts.""]]}",Wind Correction
13,"If you fly 376 sm, with a fuel burn rate of 9.7 gph, and use 29.7 gallons, what is your ground speed?",123 knots,115 knots,102 knots,107 knots,D,107 knots,,multiple_choice,,,,Fuel Burn / Fuel Required
14,"You are planning a 562 sm flight, the PA is 15,000', wind is calm, OAT is -27°C, IAS will be 212 mph and the fuel burn rate is 92 lbs/hr. How many gallons of fuel is required (no reserve)?",33.1 US gal,31.3 US gal,29.8 US gal,34.0 US gal,A,33.1 US gal,,multiple_choice,,,,Fuel Burn / Fuel Required
15,A pilot flies for 35 minutes and 48 seconds at a ground speed of 144 mph. What is the distance flown?,15 sm,85.9 sm,84.1 sm,87.1 sm,B,85.9 sm,,multiple_choice,,,,Time Problems with Hours/Min/Sec
16,"You are flying a pressure altitude of 17,500' and the OAT is -18°F. What IAS is needed to give a TAS of 188 knots?",238 knots,243 knots,143 knots,146 knots,D,146 knots,,multiple_choice,,,,Airspeed / Mach
17,"You depart airport A at 1315Z on a TC of 195° and need to be at airport B, 349 nm away, at 1526Z. You intend to fly at 6,500' where the OAT is 3°F and the altimeter setting is 30.09"". From the Winds Aloft chart you determine the winds at your altitude to be 140@37 kts. Ignoring climb and descent, what IAS will you need to maintain? Variation is 5° E.",169 kts,174 kts,127 kts,196 kts,B,174 kts,,multiple_choice,,,,Airspeed / Mach
18,"You are flying at an Indicated Altitude of 12,500 feet; OAT is -16°C and the altimeter setting is 30.41"" Hg. What is the true altitude?","14,800'","12,100'","12,900'","13,300'",B,"12,100'",,multiple_choice,,,,True Altitude
19,How much fuel will be burned during the following flight? Given: [[TABLE]],321.9 US gal,335.3 US gal,347.5 US gal,360.0 US gal,C,347.5 US gal,,multiple_choice,,,"{""type"":""table"",""headers"":[""Item"",""Value""],""rows"":[[""PA"",""23,000'""],[""Temp"",""standard for that altitude""],[""IAS"",""187 mph""],[""Wind"",""320 at 42 knots""],[""TC"",""045""],[""Distance"",""721 statute miles""],[""Fuel Burn Rate"",""751 pph""]]}",Fuel Burn / Fuel Required
20,"Your aircraft is filled with 46 gallons of useable fuel. At 12.15 gallons per hour, how much fuel (useable) will be left if you fly 385 NM in 103 minutes?",23.9 gal.,25.1 gal.,22.3 gal.,21.0 gal.,B,25.1 gal.,,multiple_choice,,,,Fuel Burn / Fuel Required
21,"If an aircraft uses 29.5 gallons of fuel at 10.8 gallons per hour while flying 521 NM, what is its groundspeed?",178 mph,190 mph,253 mph,220 mph,D,220 mph,,multiple_choice,,,,Fuel Burn / Fuel Required
22,"To maintain a climb rate of 620 ft./nautical mile, at a groundspeed of 112 kts., what minimum vertical rate of climb will you need?",331 ft./min.,504 ft./min.,1157 ft./min.,897 ft./min.,C,1157 ft./min.,,multiple_choice,,,,Climb Gradient
23,"You depart an airport with an elevation of 840'. At an average rate of climb of 975 ft./min., how long will it take to climb to an indicated altitude of 12,500' at a groundspeed of 88 kts?",14:03 min.,12:49 min.,11:57 min.,19:40 min.,C,11:57 min.,,multiple_choice,,,,Time Problems with Hours/Min/Sec
24,The distance between two cities is 374 SM and you cover it in 1:23:42. What must your TAS be under the following conditions? [[TABLE]],224 kts,255 kts,242 kts,233 kts,A,224 kts,,multiple_choice,,,"{""type"":""table"",""headers"":[""Item"",""Value""],""rows"":[[""TC"",""097""],[""Wind"",""348 @ 34 kts""]]}",Airspeed / Mach
25,Refer to the previous question to answer the following: You've traveled 91 NM and used 8.7 gallons of fuel. You departed with 66 gallons of useable fuel. How much will remain upon landing?,35.7 gal.,23.4 gal.,34.9 gal.,31.7 gal.,C,34.9 gal.,,multiple_choice,,Referenced question 24: The distance between two cities is 374 SM and you cover it in 1:23:42. What must your TAS be under the following conditions? [[TABLE]],"{""type"":""table"",""headers"":[""Item"",""Value""],""rows"":[[""TC"",""097""],[""Wind"",""348 @ 34 kts""]]}",Fuel Burn / Fuel Required
26,What is the field elevation? Given: [[TABLE]],7800',9700',5500',11900',A,7800',,multiple_choice,,,"{""type"":""table"",""headers"":[""Item"",""Value""],""rows"":[[""Density Altitude"",""4,950'""],[""Air temperature"",""-10°F""],[""Altimeter setting"",""29.70\""""]]}",Density Altitude
27,"Your aircraft travels 12.9 NM per gallon of fuel. At a true airspeed of 207 kts, how many gallons per hour does it burn? (no wind)",6.2 gph,16.1 gph,13.8 gph,9.9 gph,B,16.1 gph,,multiple_choice,,,,Fuel Burn / Fuel Required
28,You cross the 078 radial from the DJB VOR at 2315. Traveling clockwise you cross the 101 radial at 2319:30. How many minutes flying time are you from the VOR at a groundspeed of 138 kts?,26.9 min.,30.6 min.,15.1 min.,11.7 min.,D,11.7 min.,,multiple_choice,,,,Time to VOR
29,"Based on the preceding question, how many miles are you from the VOR?",11.8 SM,31.0 SM,13.5 SM,26.9 SM,B,31.0 SM,,multiple_choice,,Referenced question 28: You cross the 078 radial from the DJB VOR at 2315. Traveling clockwise you cross the 101 radial at 2319:30. How many minutes flying time are you from the VOR at a groundspeed of 138 kts?,,Distance to VOR
30,"Based on the following data, how far out can you fly and still return having 30 minutes of useable fuel remaining? [[TABLE]]",291 NM,360 NM,325 NM,267 NM,C,325 NM,,multiple_choice,,,"{""type"":""table"",""headers"":[""Item"",""Value""],""rows"":[[""True course"",""217°""],[""Outside air temperature"",""-10°C""],[""Fuel consumption"",""10.1 gph""],[""Wind"",""190 @ 16 kts.""],[""Altitude"",""6,500'""],[""Indicated airspeed"",""134 kts.""],[""Useable fuel"",""51.0 gal.""]]}",Radius of Action
31,What is your groundspeed outbound in the preceding problem?,144 mph,149 mph,108 mph,130 mph,B,149 mph,,multiple_choice,,"Referenced question 30: Based on the following data, how far out can you fly and still return having 30 minutes of useable fuel remaining? [[TABLE]]","{""type"":""table"",""headers"":[""Item"",""Value""],""rows"":[[""True course"",""217°""],[""Outside air temperature"",""-10°C""],[""Fuel consumption"",""10.1 gph""],[""Wind"",""190 @ 16 kts.""],[""Altitude"",""6,500'""],[""Indicated airspeed"",""134 kts.""],[""Useable fuel"",""51.0 gal.""]]}",Radius of Action
32,What is the wind speed at your altitude? Given: [[TABLE]],33 kts,31 kts,29 kts,27 kts,D,27 kts,,multiple_choice,,,"{""type"":""table"",""headers"":[""Item"",""Value""],""rows"":[[""Magnetic heading"",""239°""],[""Variation"",""5°E""],[""Track"",""250°""],[""Deviation"",""+10""],[""Groundspeed"",""150 kts.""],[""True airspeed"",""170 kts.""]]}",Wind Correction
33,"In the previous question, what direction are the winds from?",177°,237°,195°,205°,D,205°,,multiple_choice,,Referenced question 32: What is the wind speed at your altitude? Given: [[TABLE]],"{""type"":""table"",""headers"":[""Item"",""Value""],""rows"":[[""Magnetic heading"",""239°""],[""Variation"",""5°E""],[""Track"",""250°""],[""Deviation"",""+10""],[""Groundspeed"",""150 kts.""],[""True airspeed"",""170 kts.""]]}",Wind Correction
34,How far will you travel in 4:17:00 at an average groundspeed of 151 mph?,561 NM,647 NM,540 NM,586 NM,A,561 NM,,multiple_choice,,,,Time Problems with Hours/Min/Sec
35,"An aircraft flies to a destination 387 NM away at a true airspeed of 131 kts. With 49.6 gallons of useable fuel, at an average rate of 13.7 gph, how long can the aircraft stay aloft over the destination airport and still have 30 minutes of fuel left? (Assume NO WIND) (min:sec)",,,,,9:44 thru 10:14 (min: sec),9:44 thru 10:14 (min: sec),,fill_in_blank,,,,Fuel Burn / Fuel Required
36,How long will it take to travel 4253 ft. at a groundspeed of 98 kts? (whole number),,,,,24 - 28 (whole number),24 - 28 (whole number),,fill_in_blank,,,,Time Problems with Hours/Min/Sec
37,The distance between two checkpoints is 22 NM. You cross the first checkpoint at 1019. At 1027 you cross the second checkpoint. The remaining trip distance is 154 NM. What will your ETA be based on your computed groundspeed? (hr:min),,,,,1122 - 1124 (hr: min),1122 - 1124 (hr: min),,fill_in_blank,,,,Time Problems with Hours/Min/Sec
38,What is the OAT in °F? Given: [[TABLE]] (whole number),,,,,27 - 33 (whole number),27 - 33 (whole number),,fill_in_blank,,,"{""type"":""table"",""headers"":[""Item"",""Value""],""rows"":[[""Pressure Altitude"",""19000'""],[""Density Altitude"",""17500'""]]}",Density Altitude
39,"To clear a 1350' obstacle 2.9 NM from the runway end at a groundspeed of 81 kts., what must your MINIMUM vertical rate of climb be? (whole number)",,,,,625 - 631 (whole number),625 - 631 (whole number),,fill_in_blank,,,,Climb Gradient
40,What is your true altitude? Given: [[TABLE]] (whole number),,,,,"11,100 - 11,400 (whole no.)","11,100 - 11,400 (whole no.)",,fill_in_blank,,,"{""type"":""table"",""headers"":[""Item"",""Value""],""rows"":[[""Pressure altitude"",""10,500'""],[""Calibrated altitude"",""11,500'""],[""Outside air temperature"",""-12°C""]]}",True Altitude
