number,question,choice_a,choice_b,choice_c,choice_d,answer_key,correct_choice,answer_key_type,question_type,choice_e,context,table,type_of_problem
11,If you cross the 163° radial at 1248Z and the 171° radial at 1253Z how long would it take to fly directly to the VOR at a ground speed of 125 KTS?,37.5 MINS,1 HR 36 MINS,78.2 MINS,20.2 MINS,A,37.5 MINS,,multiple_choice,,,,Time to VOR
12,You depart on a heading of 325° but 45 NM into your 85 NM trip you find yourself 3 NM to the right of your intended course. How many degrees off course have you drifted?,4°,9°,2°,7°,A,4°,,multiple_choice,,,,Off-Course
13,What heading do you need to intercept your course 10 NM prior to your destination?,335°,316.5°,327°,315°,D,315°,,multiple_choice,,Referenced question 12: You depart on a heading of 325° but 45 NM into your 85 NM trip you find yourself 3 NM to the right of your intended course. How many degrees off course have you drifted?,,Off-Course
14,"If you are flying at 7,000' and the OAT is -10°C, what is the density altitude with standard pressure?","8,100'","7,400'","5,600'","4,900'",C,"5,600'",,multiple_choice,,,,Density altitude
15,While flying a heading of 130° you drift 7° left. To correct you fly due East which causes you to drift 2° left. If you are maintaining 115 KTS what are the winds?,255° @ 19KTS,104° @ 26KTS,268° @ 23KTS,146° @ 18KTS,A,255° @ 19KTS,,multiple_choice,,,,Wind correction
16,"Imagine that the fuel quantity gauges are showing a total of 50 GALS on board, and the ""total fuel used"" gauge is showing 27.2 GALS used over the past 2 HRS and 17 MINS. At departure, you had 86 GALS on board. You have a fuel leak between the tank and the fuel flow sensor that is causing the difference, and you want to know if you'll have enough fuel to get to the more operationally favorable diversion airport, rather than the closest in point of time. To get to the operationally favorable diversion airport you will burn 13 GALS cruise, descent, and landing, and those steps will require 48 MINS. You'd like to land with at least 6 GALS on board as a safe reserve. If you assume that the leak rate has been constant since takeoff, and divert now, how much fuel will you have on landing at the operationally favorable diversion airport?",27.2 GALS,33.9 GALS,39.2 GALS,43.2 GALS,B,33.9 GALS,,multiple_choice,,,,Fuel burn / fuel required
17,"In the last question, we assumed that the fuel leak rate had been constant since takeoff. Unfortunately, this was not the case. On the way to the operationally favorable diversion airport at 2300' AGL, your only engine has stopped producing power. Your fuel flow gauge shows zero GALS per hour. Your fuel quantity gauge shows zero on both sides. How did you not catch this sooner? There is an airport 5.4 NM away and the average glide angle to the airport will yield 400'/NM. Do you have sufficient energy to make it to that airport? Choose the answer that best describes your situation.","No, you will be .3 NM short.","No, your altitude at the airport would have been -320' AGL (BGL?).","Yes, your altitude at the airport will be 140' AGL.","Yes, your altitude at the airport will be 340' AGL.",C,"Yes, your altitude at the airport will be 140' AGL.",,multiple_choice,,"Referenced question 16: Imagine that the fuel quantity gauges are showing a total of 50 GALS on board, and the ""total fuel used"" gauge is showing 27.2 GALS used over the past 2 HRS and 17 MINS. At departure, you had 86 GALS on board. You have a fuel leak between the tank and the fuel flow sensor that is causing the difference, and you want to know if you'll have enough fuel to get to the more operationally favorable diversion airport, rather than the closest in point of time. To get to the operationally favorable diversion airport you will burn 13 GALS cruise, descent, and landing, and those steps will require 48 MINS. You'd like to land with at least 6 GALS on board as a safe reserve. If you assume that the leak rate has been constant since takeoff, and divert now, how much fuel will you have on landing at the operationally favorable diversion airport?",,Miscellaneous
18,"Your airplane exceeds the manufacturer's weight and balance limitations. The CG is too far forward by 3 IN. You can readily move your cargo from station 50 to station 125, but how much of it will you need to move to reach the CG limit? The total gross weight is 2500 LBS. The cargo is canola oil in quart jars, with the total weight of the oil and jars being an average of 8 LBS per gallon.",50 jars,100 jars,43.5 KGS,120 LBS,A,50 jars,,multiple_choice,,,,Weight shift
19,You are inbound on the 273° radial to CZI VOR. You are to fly the 20 DME arc northbound. How far have you flown on the arc if you exit at the 345° radial?,25.1 NM,"23,300 m",23 SM,72 NM,A,25.1 NM,,multiple_choice,,,,DME arc
20,How long will it take you to fly that distance at a ground speed of 174 KMPH?,46.4 MINS,8.1 MINS,12.8 MINS,16.0 MINS,D,16.0 MINS,,multiple_choice,,Referenced question 19: You are inbound on the 273° radial to CZI VOR. You are to fly the 20 DME arc northbound. How far have you flown on the arc if you exit at the 345° radial?,,Time problems with hours/min/sec
21,"You plan to use a nice and shallow 2.5° descent all the way to your destination. At an altitude of 35,000' with a landing elevation of 13', how far out do you need to start your descent with an average groundspeed of 358 KTS?",105 NM,115 NM,127 NM,132 NM,D,132 NM,,multiple_choice,,,,Rate of descent
22,"If your 265 NM cross country took 106 MINS, and your planned fuel burn was 13.2 GPH, how much fuel did you plan on using?",23.3 quarts,88.2 liters,75 GALS,21.4 imperial GALS,B,88.2 liters,,multiple_choice,,,,Fuel burn / fuel required
23,"You have been hired to tow a banner over Springfield's 81st annual Cherry Blossom Festival. Your instructions are to fly a perfect circle around the fairgrounds at 1500' AGL, exactly 4.3 NM from the center of the action. After a long shift (5 HRS and 22 MINS), you have flown 18 laps around the festivities. The weather is beautiful, with a temperature of ISA + 4, and an altimeter setting of 30.17"". The elevation in the area is 611' MSL. What was your average groundspeed?",91 KTS,106 KTS,46 KTS,86 KTS,A,91 KTS,,multiple_choice,,,,Miscellaneous
24,"You and your 6 friends go out for dinner and decide to split the check equally. If the bill subtotal came to $238, the tax rate is 5.75%, and you want to tip 18% of the total bill, how much do you add to your own bill for the tip?",$7.14 ,$6.47 ,$6.12 ,$7.55 ,B,$6.47 ,,multiple_choice,,,,Miscellaneous
25,You find yourself 7.4 SM off course after flying 128 KM of your 207 NM flight. How much of a course correction will you need to make to make it to your destination?,9.1°,5.7°,8.4°,7.4°,C,8.4°,,multiple_choice,,,,Off-Course
26,Usain Bolt holds the world record for the 100 meter dash at 9.58 SECS. How fast is this?,3.43 FPS,1.7 MIN/KM,2055 FPM,23.3 KTS,C,2055 FPM,,multiple_choice,,,,Time problems with hours/min/sec
27,"You are at FL370, ISA+12°C. What is your Mach with an indicated airspeed of 253 KTS?",M0.83,M0.45,M0.85,M0.79,A,M0.83,,multiple_choice,,,,Airspeed / Mach
28,"It takes 51 seconds to travel 18,228'. What is your groundspeed?",212 MPH,230 MPH,196 MPH,244 MPH,D,244 MPH,,multiple_choice,,,,Time problems with hours/min/sec
29,"Your TAS is 8,612 FPM. Your TH is 027° and you are drifting 18° to the right. ATC instructs you to turn left at standard rate for 22 seconds. You are now drifting 17° right. What are the winds?",069° @ 30 KTS,283° @ 27 KTS,284° @ 31 KTS,301° @ 27 KTS,C,284° @ 31 KTS,,multiple_choice,,,,Wind correction
30,"You are flying 6 skydivers each weighing 185 LBS in a Cessna 208. Your total weight and CG before they jump is 6085 LBS and 192.9"". Half of them were seated at station 230"" and the other half at station 270"". What is your new CG after they jump?","180.2""","190.2""","204.6""","182.6""",A,"180.2""",,multiple_choice,,,,Weight change
31,"You were at 12,500' AGL when they jumped. After the last jumper left you immediately start a steep descent back toward the field and 156 SECS later you land. The airports elevation is 887' MSL. What was your average descent rate?",88' FPS,70' FPS,4810 FPM,4730' FPS,C,4810 FPM,,multiple_choice,,"Referenced question 30: You are flying 6 skydivers each weighing 185 LBS in a Cessna 208. Your total weight and CG before they jump is 6085 LBS and 192.9"". Half of them were seated at station 230"" and the other half at station 270"". What is your new CG after they jump?",,Rate of descent
32,Your aircraft has a takeoff OAT limit of ISA+35° Celsius. You are departing Denver at 5500' and the OAT on the field is 106° Fahrenheit and pressure is 1013.25 MB. Can you legally depart?,"Yes, you are 6° Celsius below the limit","Yes, you are right at the limit","No, you are 2° Celsius above the limit","No, you are 6° Celsius above the limit",C,"No, you are 2° Celsius above the limit",,multiple_choice,,,,Density altitude
33,"Referring to the question above, what is the density altitude at the field?",9600',7050',"10,200'","10,700'",A,9600',,multiple_choice,,Referenced question 32: Your aircraft has a takeoff OAT limit of ISA+35° Celsius. You are departing Denver at 5500' and the OAT on the field is 106° Fahrenheit and pressure is 1013.25 MB. Can you legally depart?,,Density altitude
34,Winds at the field are 240 @ 52 KTS. What is the crosswind component when landing on runway 27?,18 KTS,22 KTS,32 KTS,26 KTS,D,26 KTS,,multiple_choice,,,,Crosswind component
35,"The operator of a 5200 mAh (milliamp-hour) battery-powered UAV programs it for an aerial photography flight to a location 4 SM away. Once airborne the UAV travels at an average speed of 10.7 meters per second with a steady electrical draw of 4.1 amps. Assuming the battery drain is linear, how long can the UAV remain on-station if its auto-return setting states that at 20% battery life it will fly back to the launch point?",48.9 MINS,50.9 MINS,61.2 MINS,40.8 MINS,B,50.9 MINS,,multiple_choice,,,,Radius of action
36,What is the maximum distance the UAV could fly from its launch point before it turns back if it is now set to have 20% battery remaining on landing?,12.1 SM,16.3 SM,20.2 SM,24.3 SM,A,12.1 SM,,multiple_choice,,"Referenced question 35: The operator of a 5200 mAh (milliamp-hour) battery-powered UAV programs it for an aerial photography flight to a location 4 SM away. Once airborne the UAV travels at an average speed of 10.7 meters per second with a steady electrical draw of 4.1 amps. Assuming the battery drain is linear, how long can the UAV remain on-station if its auto-return setting states that at 20% battery life it will fly back to the launch point?",,Radius of action
37,"Currently at 15 DME and flying outbound on radial 204° from a VOR, what heading should a pilot turn to if they wish to intercept radial 230° at 23 DME?",060°,305°,264°,083°,C,264°,,multiple_choice,,,,Courses and headings
38,"Find ground speed and wind correction angle under the following conditions: Wind 323° at 105 KTS, true course 108°, 402 KTAS.","502 KTS, 4° left","483 KTS, 9° left","320 KTS, 9° left","242 KTS, 8° right",B,"483 KTS, 9° left",,multiple_choice,,,,Wind correction
39,80 KM is equivalent to how many yards?,"8,130","73,170","87,467","26,238",C,"87,467",,multiple_choice,,,,Conversions
40,What is the approximate distance and course from point A to point B? [[NEXT_LINE]] Point A: N34°57.7' W85°09.2' [[NEXT_LINE]] Point B: N33°37.7' W84°26.1',80 NM and NE on a course of 033°,88 NM and SE on a course of 156°,67 NM and SE on a course of 145°,91 NM and SW on a course of 210°,B,88 NM and SE on a course of 156°,,multiple_choice,,,,Courses and headings
