number,question,choice_a,choice_b,choice_c,choice_d,answer_key,correct_choice,answer_key_type,question_type,choice_e,context,table,type_of_problem
13,Which altitude has the slowest ground speed?,"6,500' MSL outbound","8,500' MSL inbound","6,500' MSL inbound","8,500' MSL outbound",C,"6,500' MSL inbound",,multiple_choice,,Use the following information to answer questions 11 through 15: [[TABLE]],"{""type"":""table"",""headers"":[""Parameter"",""Value""],""rows"":[[""Winds"",""6,000': 220@18; 9,000': 250@26; 12,000': 290@38""],[""Cruise Performance"",""6,500' MSL: 133 KTAS; 8,500' MSL: 139 KTAS; 10,500' MSL: 146 KTAS; 11,500' MSL: 151 KTAS""],[""True Course"",""322° outbound""],[""Fuel on board"",""42 US gallons""],[""Fuel Burn"",""11.3 GPH at all altitudes""]]}",Wind correction
14,"What is the true heading outbound at 11,500' MSL?",151°,313°,309°,168°,B,313°,,multiple_choice,,Use the following information to answer questions 11 through 15: [[TABLE]],"{""type"":""table"",""headers"":[""Parameter"",""Value""],""rows"":[[""Winds"",""6,000': 220@18; 9,000': 250@26; 12,000': 290@38""],[""Cruise Performance"",""6,500' MSL: 133 KTAS; 8,500' MSL: 139 KTAS; 10,500' MSL: 146 KTAS; 11,500' MSL: 151 KTAS""],[""True Course"",""322° outbound""],[""Fuel on board"",""42 US gallons""],[""Fuel Burn"",""11.3 GPH at all altitudes""]]}",Courses and headings
15,How much more radius of action do you gain at the most favorable altitude instead of the least favorable altitude?,23 nm,6 nm,31 nm,18 nm,A,23 nm,,multiple_choice,,Use the following information to answer questions 11 through 15: [[TABLE]],"{""type"":""table"",""headers"":[""Parameter"",""Value""],""rows"":[[""Winds"",""6,000': 220@18; 9,000': 250@26; 12,000': 290@38""],[""Cruise Performance"",""6,500' MSL: 133 KTAS; 8,500' MSL: 139 KTAS; 10,500' MSL: 146 KTAS; 11,500' MSL: 151 KTAS""],[""True Course"",""322° outbound""],[""Fuel on board"",""42 US gallons""],[""Fuel Burn"",""11.3 GPH at all altitudes""]]}",Radius of action
16,A pilot tunes his ADF to the nearest NDB and notes a bearing change of 12° after 2 minutes 18 seconds. How long would it take to turn and fly directly to the NDB at 93 knots?,11m 50s,17.8 minutes,11.5 minutes,3m 8s,C,11.5 minutes,,multiple_choice,,,,Time to VOR
17,"You flight plan for a TAS of 151 knots. What IAS must you fly to achieve this at your planned cruise altitude of 6,500' MSL where you are indicating a temperature of ISA+17°C? The altimeter is 30.02"".",240 kph,130 knots,151 mph,139 knots,C,151 mph,,multiple_choice,,,,Airspeed / Mach
18,"You have been flying for 83 minutes on a true course of 250° indicating 97 knots on your way home from Oshkosh when you look down and notice you have drifted 6 NM north of your course. If you have 72 NM left to get home, how much will you have to turn to arrive directly over your home field? It is 73° at your cruising altitude of 4,500' MSL and the winds are 160° true at 22 knots.",7.5° right,7.5° left,5° right,5° left,B,7.5° left,,multiple_choice,,,,Off-Course
19,How much fuel will be needed for a 318 NM flight if you want to land with 30 minutes of reserve fuel? Your aircraft cruises at 122 knots TAS while burning 9.2 gallons per hour. Your TC is 157° and the wind is 341° at 37 knots.,15.4 Imperial gallons,23.2 Imperial gallons,19.3 Imperial gallons,"18.6 Imperial gallons Standard temperature and pressure Variation: 7W Magnetic heading: 159° Total distance: 206 statute miles Total fuel burn: 14.48 US gallons Departure elevation: 1,350' Destination elevation: 820' Climb: 10m15s and 2.27 US gallons of fuel 84 knot ground speed. Cruise: 127.5 knot ground speed Descent: 8m21s and 0.86 US gallons of fuel 800 fpm descent rate. 122 knot ground speed",C,19.3 Imperial gallons,,multiple_choice,,,,Fuel burn / fuel required
20,How many miles did the aircraft fly in cruise?,167 nm,148 sm,170 sm,129 nm,C,170 sm,,multiple_choice,,"Use the following information to answer questions 20 through 23. [[NEXT_LINE]] Wind (true): 285° at 27 knots at cruise, calm winds for climb and descent [[NEXT_LINE]] Standard temperature and pressure [[NEXT_LINE]] Variation: 7W [[NEXT_LINE]] Magnetic heading: 159° [[NEXT_LINE]] Total distance: 206 statute miles [[NEXT_LINE]] Total fuel burn: 14.48 US gallons [[NEXT_LINE]] Departure elevation: 1,350' [[NEXT_LINE]] Destination elevation: 820' [[NEXT_LINE]] Climb: 10m15s and 2.27 US gallons of fuel, 84 knot groundspeed [[NEXT_LINE]] Cruise: 127.5 knot groundspeed [[NEXT_LINE]] Descent: 8m21s and 0.86 US gallons of fuel, 800 fpm descent rate, 122 knot groundspeed",,Miscellaneous
21,What was the true course and indicated airspeed in cruise?,143° and 108 kts,144° and 132 kts,155° and 101 kts,143° and 97 kts,D,143° and 97 kts,,multiple_choice,,"Use the following information to answer questions 20 through 23. [[NEXT_LINE]] Wind (true): 285° at 27 knots at cruise, calm winds for climb and descent [[NEXT_LINE]] Standard temperature and pressure [[NEXT_LINE]] Variation: 7W [[NEXT_LINE]] Magnetic heading: 159° [[NEXT_LINE]] Total distance: 206 statute miles [[NEXT_LINE]] Total fuel burn: 14.48 US gallons [[NEXT_LINE]] Departure elevation: 1,350' [[NEXT_LINE]] Destination elevation: 820' [[NEXT_LINE]] Climb: 10m15s and 2.27 US gallons of fuel, 84 knot groundspeed [[NEXT_LINE]] Cruise: 127.5 knot groundspeed [[NEXT_LINE]] Descent: 8m21s and 0.86 US gallons of fuel, 800 fpm descent rate, 122 knot groundspeed",,Courses and headings
22,What was the climb rate and descent fuel burn rate?,800 fpm and 13.3 gph,600 fpm and 6.2 gph,440 fpm and 5.8 gph,600 fpm and 22 gph,B,600 fpm and 6.2 gph,,multiple_choice,,"Use the following information to answer questions 20 through 23. [[NEXT_LINE]] Wind (true): 285° at 27 knots at cruise, calm winds for climb and descent [[NEXT_LINE]] Standard temperature and pressure [[NEXT_LINE]] Variation: 7W [[NEXT_LINE]] Magnetic heading: 159° [[NEXT_LINE]] Total distance: 206 statute miles [[NEXT_LINE]] Total fuel burn: 14.48 US gallons [[NEXT_LINE]] Departure elevation: 1,350' [[NEXT_LINE]] Destination elevation: 820' [[NEXT_LINE]] Climb: 10m15s and 2.27 US gallons of fuel, 84 knot groundspeed [[NEXT_LINE]] Cruise: 127.5 knot groundspeed [[NEXT_LINE]] Descent: 8m21s and 0.86 US gallons of fuel, 800 fpm descent rate, 122 knot groundspeed",,Miscellaneous
23,What is the total flight time in cruise?,1h9m29s,1h28m6s,1h15m,1h22m2s,A,1h9m29s,,multiple_choice,,"Use the following information to answer questions 20 through 23. [[NEXT_LINE]] Wind (true): 285° at 27 knots at cruise, calm winds for climb and descent [[NEXT_LINE]] Standard temperature and pressure [[NEXT_LINE]] Variation: 7W [[NEXT_LINE]] Magnetic heading: 159° [[NEXT_LINE]] Total distance: 206 statute miles [[NEXT_LINE]] Total fuel burn: 14.48 US gallons [[NEXT_LINE]] Departure elevation: 1,350' [[NEXT_LINE]] Destination elevation: 820' [[NEXT_LINE]] Climb: 10m15s and 2.27 US gallons of fuel, 84 knot groundspeed [[NEXT_LINE]] Cruise: 127.5 knot groundspeed [[NEXT_LINE]] Descent: 8m21s and 0.86 US gallons of fuel, 800 fpm descent rate, 122 knot groundspeed",,Time problems with hours/min/sec
24,"You recently departed in an aircraft that is fully loaded at 6290 lbs for takeoff. After flying for 45 minutes burning fuel at a rate of 35 gph, you find yourself in an unusual attitude and observe the aircraft in a 75° bank. How much does the aircraft weigh?","6,268 pounds","6,255 pounds","6,132 pounds","6,159 pounds",C,"6,132 pounds",,multiple_choice,,,,Weight change
25,How much does the front passenger weigh?,400 pounds,386 pounds,412 pounds,392 pounds,A,400 pounds,,multiple_choice,,Use the following loading information to answer questions 25 through 29: [[TABLE]],"{""type"":""table"",""headers"":[""Item"",""Weight"",""Arm"",""Moment""],""rows"":[[""BEW"",""6125"","""",""420930""],[""Front Pax"",""( )"",""21\"" aft"",""8400""],[""Rear Pax"",""230"",""42\"" aft"",""9660""],[""Nose Baggage"",""200"",""12\"" fore"",""( )""],[""Aft Baggage"",""230"",""120\"" aft"",""27600""],[""Fuel"",""( )"",""36\"" aft"",""25920""]]}",Weight change
26,What is the moment of the cargo in the nose baggage compartment?,2388,2400,-2388,-2400,D,-2400,,multiple_choice,,Use the following loading information to answer questions 25 through 29: [[TABLE]],"{""type"":""table"",""headers"":[""Item"",""Weight"",""Arm"",""Moment""],""rows"":[[""BEW"",""6125"","""",""420930""],[""Front Pax"",""( )"",""21\"" aft"",""8400""],[""Rear Pax"",""230"",""42\"" aft"",""9660""],[""Nose Baggage"",""200"",""12\"" fore"",""( )""],[""Aft Baggage"",""230"",""120\"" aft"",""27600""],[""Fuel"",""( )"",""36\"" aft"",""25920""]]}",Multiplication / division
27,What is your ramp CG?,"61.4""","62.0""","62.4""","62.8""",B,"62.0""",,multiple_choice,,Use the following loading information to answer questions 25 through 29: [[TABLE]],"{""type"":""table"",""headers"":[""Item"",""Weight"",""Arm"",""Moment""],""rows"":[[""BEW"",""6125"","""",""420930""],[""Front Pax"",""( )"",""21\"" aft"",""8400""],[""Rear Pax"",""230"",""42\"" aft"",""9660""],[""Nose Baggage"",""200"",""12\"" fore"",""( )""],[""Aft Baggage"",""230"",""120\"" aft"",""27600""],[""Fuel"",""( )"",""36\"" aft"",""25920""]]}",Miscellaneous
28,How much fuel do you calculate is on board?,720 gallons,120 kilograms,120 gallons,120 liters,C,120 gallons,,multiple_choice,,Use the following loading information to answer questions 25 through 29: [[TABLE]],"{""type"":""table"",""headers"":[""Item"",""Weight"",""Arm"",""Moment""],""rows"":[[""BEW"",""6125"","""",""420930""],[""Front Pax"",""( )"",""21\"" aft"",""8400""],[""Rear Pax"",""230"",""42\"" aft"",""9660""],[""Nose Baggage"",""200"",""12\"" fore"",""( )""],[""Aft Baggage"",""230"",""120\"" aft"",""27600""],[""Fuel"",""( )"",""36\"" aft"",""25920""]]}",Weight change
29,"You find yourself ahead of the 63.5"" forward CG limit. How many pounds of bags will you have to remove from the nose baggage to bring us within limits?",233,157,132,124,B,157,,multiple_choice,,Use the following loading information to answer questions 25 through 29: [[TABLE]],"{""type"":""table"",""headers"":[""Item"",""Weight"",""Arm"",""Moment""],""rows"":[[""BEW"",""6125"","""",""420930""],[""Front Pax"",""( )"",""21\"" aft"",""8400""],[""Rear Pax"",""230"",""42\"" aft"",""9660""],[""Nose Baggage"",""200"",""12\"" fore"",""( )""],[""Aft Baggage"",""230"",""120\"" aft"",""27600""],[""Fuel"",""( )"",""36\"" aft"",""25920""]]}",Weight change
30,"You set out to build some flight time and explore in a new Skycatcher. It has a total fuel capacity of 25.46 gallons. Each wing tank holds 0.73 gallons of unusable fuel. You plan to fly outbound from your home airport on a true course of 260° at 4,500'. The winds at 3,000' are 080@25 knots and at 6,000' are 130@7 knots. If you lean for an economy cruise, the Skycatcher will sip fuel at an incredible 3.7 gph and maintain a blistering 78 KTAS. How long can you fly until needing fuel if you wish to land with a 30 min reserve?",5:58,6:28,6:44,6:14,A,5:58,,multiple_choice,,,,Fuel burn / fuel required
31,"Referring to the Skycatcher question above, how far away will you be when you need fuel?",595 NM,610 NM,543 NM,570 NM,C,543 NM,,multiple_choice,,"Referenced question 30: You set out to build some flight time and explore in a new Skycatcher. It has a total fuel capacity of 25.46 gallons. Each wing tank holds 0.73 gallons of unusable fuel. You plan to fly outbound from your home airport on a true course of 260° at 4,500'. The winds at 3,000' are 080@25 knots and at 6,000' are 130@7 knots. If you lean for an economy cruise, the Skycatcher will sip fuel at an incredible 3.7 gph and maintain a blistering 78 KTAS. How long can you fly until needing fuel if you wish to land with a 30 min reserve?",,Fuel burn / fuel required
32,A new model of European airport tug can tow airplanes around the ramp at a maximum speed of 7.7 meters/second. Your FBO has a ramp speed limit of 10 miles per hour. What percentage of the tug's maximum speed can you tow at?,67%,1.70%,1.40%,58%,D,58%,,multiple_choice,,,,Conversions
33,"Your company requires the following descent profile: 2,000 fpm from cruise to 10,000' MSL and then a 3.0° slope at 230 KTAS to touchdown. You are cruising at FL230 at 312 KTAS on the 056° course direct to Razorback. ATC instructs you to ""cross Razorback at 4,000."" How many miles from Razorback should you begin your descent to meet the restriction using the prescribed profile. Winds are a steady 3325 at all altitudes and the temperature is standard.",52.4 nm,59.7 nm,53.5 nm,49.9 nm,A,52.4 nm,,multiple_choice,,,,60:1 Rule
34,"Your old flight instructor, Wings McGee takes off from the local airport in his old Skymaster. He cruises at 287 kph and departed 27 minutes ago. You depart from the local airport in your Pilatus PC-12 and cruise at 300 mph. How many nautical miles will it take before you pass your old CFI?",171.8,197.7,318.2,211.8,A,171.8,,multiple_choice,,,,Overtaking aircraft
35,"Your old Cub is reaching TBO and burns oil at 6 oz./hour. If the total capacity of the oil reservoir is 5.5 quarts, how much oil do you need to add after adding 4.5 hours of flight time to the logbook?",3.48 pounds,.27 pounds,2.75 pounds,1.58 pounds,D,1.58 pounds,,multiple_choice,,,,Miscellaneous
36,"Frank fuels his aircraft at a rate of 0.33 imperial gallons/second and Steve fuels his at 3,845 liters/hour. How long will it take each to pump 120 gallons of fuel?",Frank 7:05; Steve 5:03,Frank 1:36; Steve 8:30,Frank 5:03; Steve 7:05,Frank 8:30; Steve 1:36,C,Frank 5:03; Steve 7:05,,multiple_choice,,,,Time problems with hours/min/sec
37,You have determined that the winds are not as forecast. You need to calculate your actual groundspeed. You are nearing the Williamsport VOR and decide to tune it in. You are 34 nm from the facility and cross the 135° radial at 11:43:57 local. At 11:57:43 you cross the 085° radial. You still have 168 sm to your destination. What time will you arrive?,1:11:13,13:08:56,1:21:57,13:19:40,B,13:08:56,,multiple_choice,,,,Time to VOR
38,"After calculating the weight and balance for a cross-country flight, your passengers decide to swap seats. Bill weighs 189 pounds and was sitting in the back seat (station 85.2). Alex was originally sitting in the front seat (station 49.1). Completely fueled, your aircraft weighs 810.45 kg. The original CG was 91.6. What is the new CG? Alex weighs 137 pounds.",89.28,90.55,92.65,91.55,B,90.55,,multiple_choice,,,,Weight shift
39,"Departing Asheville, NC requires careful planning due to high terrain surrounding the airport. Your aircraft requires that the takeoff distance be increased by 3% for every 275 feet above sea level the density altitude is. Field elevation is 2,165' and the temperature is 32°C. The altimeter setting is 29.78. You calculated the uncorrected takeoff distance to be 864 feet. What will your actual takeoff distance be?","1,082'","1,062'","1,068'","1,310'",D,"1,310'",,multiple_choice,,,,Density altitude
40,"If you are descending at 860 fpm at a groundspeed of 144 knots, what is your descent in feet/NM?",275,310,360,400,C,360,,multiple_choice,,,,Rate of descent
