number,question,choice_a,choice_b,choice_c,choice_d,answer_key,correct_choice,answer_key_type,question_type,choice_e,context,table,type_of_problem
27,"Using the above information, how much headwind component do you need to have a ground roll of 870' on a level grass runway?",15 knots,19 knots,27 knots,33 knots,D,33 knots,,multiple_choice,,"Referenced question 26: If your standard ground roll is 870' and the POH reads to add 25% for a grass runway then 12% of the computed value for every 1% of upslope, then subtract 9% of the computed value for every 12 KTS of headwind, what would your actual ground roll be on runway 35 (which is grass) that has a .6% upslope with the wind 040° at 12 KTS?",,Miscellaneous
28,"If you are carrying 320 LBS of AVGAS, how many liters are you carrying?",533 liters,202 liters,141 liters,85 liters,B,202 liters,,multiple_choice,,,,Conversions
29,"If you are at 199 NM from the VOR traveling at 85 mph for 2.5 minutes, how many bearings will you fly across?",0.93°,0.67°,9.3°,6.72°,A,0.93°,,multiple_choice,,,,Time to VOR
30,"Using the above information, what is your time to the station?",1.61 hours,2.23 hours,2.68 hours,3.73 hours,C,2.68 hours,,multiple_choice,,"Referenced question 29: If you are at 199 NM from the VOR traveling at 85 mph for 2.5 minutes, how many bearings will you fly across?",,Time to VOR
31,"You are planning to fly from Milwaukee Timmerman (KMWC) due east to Muskegon, MI (KMKG) in your C172 at 115 ktas. The weather for the trip looks great with clear skies and forecast winds 310@27 kts to help you along. Because the majority of the 79 nm flight will be over water you decide to determine when your time to continue will be equal to the time to return home. This point will be how far from KMKG?",32.5 NM,26.6 NM,46.5 NM,52.4 NM,C,46.5 NM,,multiple_choice,,,,Equal time to point
32,From that point how long would it take you to return to Milwaukee?,21 minutes,17.2 minutes,30 minutes,33.7 minutes,A,21 minutes,,multiple_choice,,"Referenced question 31: You are planning to fly from Milwaukee Timmerman (KMWC) due east to Muskegon, MI (KMKG) in your C172 at 115 ktas. The weather for the trip looks great with clear skies and forecast winds 310@27 kts to help you along. Because the majority of the 79 nm flight will be over water you decide to determine when your time to continue will be equal to the time to return home. This point will be how far from KMKG?",,Equal time to point
33,Assuming everything goes as planned what magnetic heading should you fly crossing the lake knowing you will cross the 4°W isogonic line and your compass card indicates for 090 to steer 086?,081°,098°,095°,085°,D,085°,,multiple_choice,,"Referenced question 31: You are planning to fly from Milwaukee Timmerman (KMWC) due east to Muskegon, MI (KMKG) in your C172 at 115 ktas. The weather for the trip looks great with clear skies and forecast winds 310@27 kts to help you along. Because the majority of the 79 nm flight will be over water you decide to determine when your time to continue will be equal to the time to return home. This point will be how far from KMKG?",,Courses and headings
34,"You have the plane loaded to a gross weight of 4,260 lbs when your friends decide they want to change places. If Hank (190 lbs) moves to the back seat at station 73 and George (148 lbs) joins you up front at station 45 what will be your new CG assuming it was at 76.38""?","79.14""","76.10""","73.62""","76.66""",D,"76.66""",,multiple_choice,,,,Weight shift
35,During the flight you burn 27 gallons of fuel from station 59 what will your CG be upon landing?,"75.96""","77.36""","79.84""","75.41""",B,"77.36""",,multiple_choice,,"Referenced question 34: You have the plane loaded to a gross weight of 4,260 lbs when your friends decide they want to change places. If Hank (190 lbs) moves to the back seat at station 73 and George (148 lbs) joins you up front at station 45 what will be your new CG assuming it was at 76.38""?",,Weight change
36,After flying 48 nm of your 96 nm trip you realize you are 6.4 nm left of your intended course of 210°. What heading do you need to fly in order to parallel your desired course?,218°,214.5°,202°,205.5°,A,218°,,multiple_choice,,,,Off-Course
37,How much more do you need to turn if you would like to intercept your course at the VFR reporting point 15 nm prior to your destination?,8.0°,11.7°,3.4°,18.7°,B,11.7°,,multiple_choice,,Referenced question 36: After flying 48 nm of your 96 nm trip you realize you are 6.4 nm left of your intended course of 210°. What heading do you need to fly in order to parallel your desired course?,,Off-Course
38,"It's a hot evening so you decide to check the density altitude prior to departing from your airport at 3,200' MSL. If the ASOS is reporting a temperature of 34 Celsius and the altimeter 29.74"" Hg what is the density altitude?","6,550'","6,000'","5,730'","6,250'",D,"6,250'",,multiple_choice,,,,Density altitude
39,"Using the weather conditions from the previous question, if you rotate at 55 KIAS what will that be in true airspeed this evening assuming IAS=CAS?",60 KTAS,50 KTAS,55 KTAS,64 KTAS,A,60 KTAS,,multiple_choice,,"Referenced question 38: It's a hot evening so you decide to check the density altitude prior to departing from your airport at 3,200' MSL. If the ASOS is reporting a temperature of 34 Celsius and the altimeter 29.74"" Hg what is the density altitude?",,Airspeed / Mach
40,As you fly along holding a heading of 145° you notice you have drifted 6° right of course. In an attempt to correct this you quickly turn to 120° which results in you drifting 4° back to the left. Having had enough with the guesswork what are the winds aloft assuming you are holding a constant 95 ktas?,310@28 knots,088@11 knots,130@28 knots,263@14 knots,C,130@28 knots,,multiple_choice,,,,Wind correction
