number,question,choice_a,choice_b,choice_c,choice_d,answer_key,correct_choice,answer_key_type,question_type,choice_e,context,table,type_of_problem
29,What is the furthest distance you can travel from Pine Bluffs and still have enough fuel to make it back to Pine Bluff with a 45 minute reserve?,318 NM,361 NM,399 NM,387 NM,A,318 NM,,multiple_choice,,"Use the following information to answer questions 29 to 34: [[NEXT_LINE]] Due to deteriorating weather conditions, you are forced to file an alternate airport for your final 466 SM leg from Pine Bluffs (82V) to Sand Springs (8U1). [[NEXT_LINE]] You choose Cascade Fields (D55), which is 120° from Pine Bluffs at 272 NM. [[NEXT_LINE]] You plan for 161 KTAS on a 051° true course to Sand Springs and you burn avgas at 14.3 GPH while holding 65.4 total gallons. [[NEXT_LINE]] Winds are 310° at 31 knots.",,Radius of action
30,How long into the flight to Sand Springs are you before turning back?,3 hrs 11 min,1 hr 56 min,2 hrs 21 min,2 hrs 11 min,B,1 hr 56 min,,multiple_choice,,"Use the following information to answer questions 29 to 34: [[NEXT_LINE]] Due to deteriorating weather conditions, you are forced to file an alternate airport for your final 466 SM leg from Pine Bluffs (82V) to Sand Springs (8U1). [[NEXT_LINE]] You choose Cascade Fields (D55), which is 120° from Pine Bluffs at 272 NM. [[NEXT_LINE]] You plan for 161 KTAS on a 051° true course to Sand Springs and you burn avgas at 14.3 GPH while holding 65.4 total gallons. [[NEXT_LINE]] Winds are 310° at 31 knots.",,Radius of action
31,At your time to turn you decide to fly to Cascade Fields. What will be your true course?,195°,182°,166°,154°,B,182°,,multiple_choice,,"Use the following information to answer questions 29 to 34: [[NEXT_LINE]] Due to deteriorating weather conditions, you are forced to file an alternate airport for your final 466 SM leg from Pine Bluffs (82V) to Sand Springs (8U1). [[NEXT_LINE]] You choose Cascade Fields (D55), which is 120° from Pine Bluffs at 272 NM. [[NEXT_LINE]] You plan for 161 KTAS on a 051° true course to Sand Springs and you burn avgas at 14.3 GPH while holding 65.4 total gallons. [[NEXT_LINE]] Winds are 310° at 31 knots.",,Courses and headings
32,"After the turn, how far will you travel until you reach Cascade Fields?",385 NM,402 NM,299 NM,336 NM,D,336 NM,,multiple_choice,,"Use the following information to answer questions 29 to 34: [[NEXT_LINE]] Due to deteriorating weather conditions, you are forced to file an alternate airport for your final 466 SM leg from Pine Bluffs (82V) to Sand Springs (8U1). [[NEXT_LINE]] You choose Cascade Fields (D55), which is 120° from Pine Bluffs at 272 NM. [[NEXT_LINE]] You plan for 161 KTAS on a 051° true course to Sand Springs and you burn avgas at 14.3 GPH while holding 65.4 total gallons. [[NEXT_LINE]] Winds are 310° at 31 knots. [[DIVIDER]] Referenced question 31: At your time to turn you decide to fly to Cascade Fields. What will be your true course?",,Courses and headings
33,What will your ground speed be after the turn towards Cascade Fields?,165 KTS,170 KTS,179 KTS,188 KTS,C,179 KTS,,multiple_choice,,"Use the following information to answer questions 29 to 34: [[NEXT_LINE]] Due to deteriorating weather conditions, you are forced to file an alternate airport for your final 466 SM leg from Pine Bluffs (82V) to Sand Springs (8U1). [[NEXT_LINE]] You choose Cascade Fields (D55), which is 120° from Pine Bluffs at 272 NM. [[NEXT_LINE]] You plan for 161 KTAS on a 051° true course to Sand Springs and you burn avgas at 14.3 GPH while holding 65.4 total gallons. [[NEXT_LINE]] Winds are 310° at 31 knots. [[DIVIDER]] Referenced question 31: At your time to turn you decide to fly to Cascade Fields. What will be your true course?",,Wind correction
34,What will be the total time from Pine Bluffs to the turn and then reaching Cascade Fields?,4 hrs 34 minutes,4 hrs 12 minutes,4 hrs 57 minutes,3 hrs 49 minutes,D,3 hrs 49 minutes,,multiple_choice,,"Use the following information to answer questions 29 to 34: [[NEXT_LINE]] Due to deteriorating weather conditions, you are forced to file an alternate airport for your final 466 SM leg from Pine Bluffs (82V) to Sand Springs (8U1). [[NEXT_LINE]] You choose Cascade Fields (D55), which is 120° from Pine Bluffs at 272 NM. [[NEXT_LINE]] You plan for 161 KTAS on a 051° true course to Sand Springs and you burn avgas at 14.3 GPH while holding 65.4 total gallons. [[NEXT_LINE]] Winds are 310° at 31 knots. [[DIVIDER]] Referenced question 31: At your time to turn you decide to fly to Cascade Fields. What will be your true course?",,Time problems with hours/min/sec
35,It is exactly 112.8 KM between Wispy Willows Airpark and Rocky Shores Municipal airport. You estimate an average ground speed of 128 MPH. How long will this flight take?,52:53:00,32:51:00,60:51:00,97:55:00,B,32:51:00,,multiple_choice,,,,Time problems with hours/min/sec
36,"The winds at 4,500 feet are forecasted to be from 218° at 24 KTS. What ground speed do you plan to achieve if you cruise at 171 KM/HR on a magnetic course of 085°?",107 KTS,186 KTS,78 KTS,74 KTS,A,107 KTS,,multiple_choice,,,,Wind correction
37,The weather has gotten poor at your destination and you've decided to loiter in hopes VFR weather moves in. You have 32 gallons of usable fuel remaining and will land with VFR fuel minimums. You are burning 14.25 gallons per hour. Your destination is 15 SM away on a 085° magnetic course. An alternate airport is 63 KM away on a 265° magnetic course. The winds are from 040° at 34 KTS. You maintain a TAS of 112 KTS. How long can you loiter before diverting?,1:35:28,1:59:35,2:05:28,1:29:35,D,1:29:35,,multiple_choice,,,,Radius of action
38,Your ground speed is 145 knots on a 075° course. The winds are 135° at 30 KTS. The temperature is 46°F. What is your true airspeed?,132 KTAS,127 KTAS,162 KTAS,158 KTAS,C,162 KTAS,,multiple_choice,,,,Wind correction
39,"The temperature at 17,500' is ISA+4. What true airspeed is equivalent to 0.78 Mach?",488 KTAS,460 KTAS,507 KTAS,456 KTAS,A,488 KTAS,,multiple_choice,,,,Airspeed / Mach
40,"At FL200 your primary flight display switches to meters and hPa for the altitude and altimeter setting. You can't seem to switch it back! If the ATIS reports 29.68"" Hg and ATC clears you to descend to 9,000' MSL, at what display altitude and altimeter setting would you level off?","2744 meters, 1005.1 mb","2760 meters, 1013.3 mb","2952 meters, 1004.5 mb","2970 meters, 942.2 mb",A,"2744 meters, 1005.1 mb",,multiple_choice,,,,Conversions
