number,question,choice_a,choice_b,choice_c,choice_d,answer_key,correct_choice,answer_key_type,question_type,choice_e,context,table,type_of_problem
11,"Having developed a fuel imbalance of 1,200 pounds, how long must you crossfeed to balance your fuel tanks? The total fuel burn is 6,700 pounds per hour.",5:22,10:45,5:37,11:15,B,10:45,,multiple_choice,,,,Time problems with hours/min/sec
12,"You are in Sun Valley, ID (5320') and the METAR reports winds are 270° at 32 knots. Your aircraft limitation is a 10-knot tailwind. Can you accept a departure off runway 15? (variation 13° E).",Yes,No,,,A,Yes,,multiple_choice,,,,Crosswind component
13,"Despite how you answered above, you elect to depart on runway 33. Can you clear an obstacle 10.6 NM off the departure end of the runway that is 9,151' tall? The aircraft climbs at 65 KTAS and 290 FPM.","Yes, barely clear it by 6 feet","Yes, clearing it by 473 feet","No, you need to climb 1361 feet more","No, you need to climb 1138 feet more",A,"Yes, barely clear it by 6 feet",,multiple_choice,,"Referenced question 12: You are in Sun Valley, ID (5320') and the METAR reports winds are 270° at 32 knots. Your aircraft limitation is a 10-knot tailwind. Can you accept a departure off runway 15? (variation 13° E).",,Climb gradient
14,"The longest contiguous U.S. flight is from KMIA to KSEA at 4,383.86 KM. How long is this in feet?","23,146,781","16,554,861","14,382,736","11,129,275",C,"14,382,736",,multiple_choice,,,,Conversions
15,"Cruising over Mount Adams (12,120') at 14,500', if your altimeter is set to 30.32"" Hg and the OAT is -23°F what is your true altitude?","15,000'","14,660'","14,354'","13,607'",C,"14,354'",,multiple_choice,,,,Miscellaneous
16,"Orbiting around Mount Adams at 9.2 SM, how many nautical miles do you cover per orbit?",25.12,28.9,50.24,57.8,C,50.24,,multiple_choice,,,,DME arc
17,"The FBO fuel truck can hold 10,000 gallons. 9,956 gallons of that is usable AVGAS. If the truck is 42% full, how many liters are left in the fuel truck?","15,897","4,200","15,827","36,683",A,"15,897",,multiple_choice,,,,Conversions
18,You are traveling between Oakland and San Francisco course of 229° and distance of 9.6 NM. The current wind is 310° at 15 knots and you are cruising at 93 KTAS. At what point is your time to San Francisco the same as returning to Oakland?,3.0 NM,4.9 NM,4.7 NM,3.3 NM,B,4.9 NM,,multiple_choice,,,,Equal time to point
19,What is your ground speed across the bay to San Francisco?,102 KM/HR,108 KM/HR,166 KM/HR,174 KM/HR,C,166 KM/HR,,multiple_choice,,Referenced question 18: You are traveling between Oakland and San Francisco course of 229° and distance of 9.6 NM. The current wind is 310° at 15 knots and you are cruising at 93 KTAS. At what point is your time to San Francisco the same as returning to Oakland?,,Wind correction
20,"You travel between two bearings, from 087° bearing to 122° bearing, in 42 minutes at 35 NM. What is your time to the station?",29 minutes,50 minutes,60 minutes,72 minutes,D,72 minutes,,multiple_choice,,,,Time to VOR
21,"The max takeoff weight of a B737 (two-engine passenger jet) is 85,139 LBS and each engine produces 13,150 LBS of thrust. While the Challenger 300's (two-engine corporate jet) max takeoff weight is 38,850 LBS and each engine produces 6,826 LBS of thrust. How much better is the Challenger 300's thrust to weight ratio?",0.022,0.039,0.042,0.783,C,0.042,,multiple_choice,,,,Miscellaneous
22,"You are about to embark upon a bicycle ride of 104 statute miles. If your tire has a 28"" diameter how many complete revolutions will your tire make during the ride?","74,948 revolutions","7,498 revolutions","3,643 revolutions","149,896 revolutions",A,"74,948 revolutions",,multiple_choice,,,,Multiplication / division
23,Assuming you maintain a 16-MPH average pace what is the average RPM of your tire?,270 RPM,319 RPM,384 RPM,192 RPM,D,192 RPM,,multiple_choice,,"Referenced question 22: You are about to embark upon a bicycle ride of 104 statute miles. If your tire has a 28"" diameter how many complete revolutions will your tire make during the ride?",,Multiplication / division
24,In cruise you have leaned your six cylinder Continental to 90 pounds per hour of 100LL. Assuming this results in an air:fuel mixture of 15:1 how much air will flow through each cylinder per hour?,1350 LBS of air,225 LBS of air,37.5 LBS of air,6 LBS of air,B,225 LBS of air,,multiple_choice,,,,Multiplication / division
25,At high power cruise you will burn 17 GPH and cruise at 167 knots. If you pull the power back to an economy cruise fuel flow will drop to 14 GPH and your speed will fall to 151 knots. Over a 400-NM trip how much fuel will you save?,3.63 gallons,2.39 gallons,2.65 gallons,4.17 gallons,A,3.63 gallons,,multiple_choice,,,,Fuel burn / fuel required
26,There is a hill 1.5 nautical miles off the departure end of the runway that is 800' above airport elevation. On top of this hill they have built a cell tower that is 200' tall. If you want to clear this tower by 100' what climb gradient will you need to maintain?,533 ft/NM,666 ft/NM,614 ft/NM,733 ft/NM,D,733 ft/NM,,multiple_choice,,,,Climb gradient
27,"Based on the previous question, if you plan to climb at 90 MPH what vertical speed will this require assuming you are flying into a constant 10 MPH headwind?","1,100 FPM",850 FPM,977 FPM,710 FPM,B,850 FPM,,multiple_choice,,Referenced question 26: There is a hill 1.5 nautical miles off the departure end of the runway that is 800' above airport elevation. On top of this hill they have built a cell tower that is 200' tall. If you want to clear this tower by 100' what climb gradient will you need to maintain?,,Climb gradient
28,"You have completed your planned weight and balance and determined your aircraft should weigh 2,570 LBS with a CG of 43.6"". When one of your passengers arrives they inform you their dog has to come on the trip. Fine, but it's going in the back! What will be your new CG if it only weighs 15 LBS and will be located at 87""?","43.35""","43.85""","46.10""","44.21""",B,"43.85""",,multiple_choice,,,,Weight change
29,"Referencing the previous question, during flight the dog manages to escape and jumps up into the front seat at 36.5"". Where will this put the CG?","43.56""","43.45""","43.91""","43.81""",A,"43.56""",,multiple_choice,,"Referenced question 28: You have completed your planned weight and balance and determined your aircraft should weigh 2,570 LBS with a CG of 43.6"". When one of your passengers arrives they inform you their dog has to come on the trip. Fine, but it's going in the back! What will be your new CG if it only weighs 15 LBS and will be located at 87""?",,Weight shift
30,You are flying a 320° heading but notice you are drifting 5° left of course. To correct you fly heading 270° but that causes you to drift 4° right. If you are maintaining 105 knots what are the winds?,292° at 22 kts,112° at 22 kts,264° at 12 kts,084° at 12 kts,B,112° at 22 kts,,multiple_choice,,,,Wind correction
31,"Now that you have that figured out, if your desired true course was 305° what heading should you fly?",281°,296°,302°,307°,C,302°,,multiple_choice,,Referenced question 30: You are flying a 320° heading but notice you are drifting 5° left of course. To correct you fly heading 270° but that causes you to drift 4° right. If you are maintaining 105 knots what are the winds?,,Wind correction
32,"The critical Mach number of an aircraft is the speed at which airflow on some point of the wing reaches the speed of sound. For your aircraft it is M0.86 at the service ceiling of FL410 in a standard atmosphere. If you are flying at M0.86 in those conditions, how much does the airflow accelerate from free stream velocity to its fastest point on the wing?",24 knots,38 knots,53 knots,78 knots,D,78 knots,,multiple_choice,,,,Airspeed / Mach
33,"You are flying a holding pattern at 18 DME, and you notice the CDI deflected 4° off the selected course while you are abeam the holding fix on the outbound leg. Assuming no wind, what is your turn radius in the holding pattern?",0.6 NM,1.3 NM,1.9 NM,2.7 NM,A,0.6 NM,,multiple_choice,,,,DME arc
34,"With the applicable FAA approvals taken care of, you are using your camera drone to take a video of your friend's takeoff in her newly restored Globe Swift. The Swift has a takeoff roll of 970', and it takes 11 seconds to reach liftoff speed. Your drone has a maximum speed of 35 MPH. You will fly the drone parallel to the runway at maximum speed to capture the takeoff. If you want the Swift to lift off exactly when it is abeam the drone, how long should your friend wait after the drone passes to begin her takeoff roll?",5.5 seconds,7.9 seconds,14.3 seconds,29.7 seconds,B,7.9 seconds,,multiple_choice,,,,Miscellaneous
35,"Referencing the previous question, if the Swift lifts off at 70 MPH, what is its average rate of acceleration during the takeoff roll?",5.4 ft/sec²,7.8 ft/sec²,9.4 ft/sec²,10.9 ft/sec²,C,9.4 ft/sec²,,multiple_choice,,"Referenced question 34: With the applicable FAA approvals taken care of, you are using your camera drone to take a video of your friend's takeoff in her newly restored Globe Swift. The Swift has a takeoff roll of 970', and it takes 11 seconds to reach liftoff speed. Your drone has a maximum speed of 35 MPH. You will fly the drone parallel to the runway at maximum speed to capture the takeoff. If you want the Swift to lift off exactly when it is abeam the drone, how long should your friend wait after the drone passes to begin her takeoff roll?",,Acceleration
36,"You plan a 147 NM-flight using winds aloft of 030° at 28 KTS and true course of 349°. At max cruise power, your aircraft cruises at 139 KTAS and burns 10.2 GPH; at economy cruise it goes 122 KTAS and burns 7.7 GPH. If 100LL is $4.87 per gallon at your home airport, how much money do you save by cruising at economy power instead of max power?",$7.30 ,$8.46 ,$9.25 ,$10.71 ,A,$7.30 ,,multiple_choice,,,,Fuel burn / fuel required
37,"Instead of overflying KDCU you decide to keep flying along the same course past KDCU as long as you can before returning to KCHA. Disregarding climb and descent performance, which of the following altitudes would allow you to travel the farthest distance total?","4,500' MSL","6,500' MSL","8,500' MSL",They are all equal,C,"8,500' MSL",,multiple_choice,,"Use the following information for questions 37-39. To build hours you initially plan a flight from KCHA to KDCU, a magnetic course of 261° and distance of 89 NM. You will overfly KDCU and then return to KCHA. Your aircraft has 144 liters of usable fuel. You plan to land at KCHA with 30 minutes of fuel reserve. [[TABLE]]","Altitude | Cruise Performance | Winds Aloft [[NEXT_LINE]] 3,000' | 113 KTAS, 10.3 GPH | 3000 - 2414+03 [[NEXT_LINE]] 6,000' | 119 KTAS, 9.2 GPH | 6000 - 2613-04 [[NEXT_LINE]] 9,000' | 122 KTAS, 8.8 GPH | 9000 - 2916-14",Radius of action
38,"Based on the altitude chosen in the previous question, how far past KDCU can you fly?",138 NM,39 NM,227 NM,128 NM,A,138 NM,,multiple_choice,,"Use the following information for questions 37-39. To build hours you initially plan a flight from KCHA to KDCU, a magnetic course of 261° and distance of 89 NM. You will overfly KDCU and then return to KCHA. Your aircraft has 144 liters of usable fuel. You plan to land at KCHA with 30 minutes of fuel reserve. [[TABLE]] [[DIVIDER]] Referenced question 37: Instead of overflying KDCU you decide to keep flying along the same course past KDCU as long as you can before returning to KCHA. Disregarding climb and descent performance, which of the following altitudes would allow you to travel the farthest distance total?","Altitude | Cruise Performance | Winds Aloft [[NEXT_LINE]] 3,000' | 113 KTAS, 10.3 GPH | 3000 - 2414+03 [[NEXT_LINE]] 6,000' | 119 KTAS, 9.2 GPH | 6000 - 2613-04 [[NEXT_LINE]] 9,000' | 122 KTAS, 8.8 GPH | 9000 - 2916-14",Radius of action
39,"How much difference in total time airborne is there between choosing 4,500' MSL and 8,500' MSL?",47 minutes,35 minutes,23 minutes,18 minutes,C,23 minutes,,multiple_choice,,"Use the following information for questions 37-39. To build hours you initially plan a flight from KCHA to KDCU, a magnetic course of 261° and distance of 89 NM. You will overfly KDCU and then return to KCHA. Your aircraft has 144 liters of usable fuel. You plan to land at KCHA with 30 minutes of fuel reserve. [[TABLE]]","Altitude | Cruise Performance | Winds Aloft [[NEXT_LINE]] 3,000' | 113 KTAS, 10.3 GPH | 3000 - 2414+03 [[NEXT_LINE]] 6,000' | 119 KTAS, 9.2 GPH | 6000 - 2613-04 [[NEXT_LINE]] 9,000' | 122 KTAS, 8.8 GPH | 9000 - 2916-14",Radius of action
40,What is the true airspeed under the following conditions? [[NEXT_LINE]] Indicated altitude: 8000 feet [[NEXT_LINE]] Altimeter setting: 29.73 inHg [[NEXT_LINE]] Temperature: 64°F [[NEXT_LINE]] CAS: 215 knots,208 MPH,218 MPH,228 MPH,288 MPH,D,288 MPH,,multiple_choice,,,,Airspeed / Mach
