number,question,choice_a,choice_b,choice_c,choice_d,answer_key,correct_choice,answer_key_type,question_type,choice_e,context,table,type_of_problem
25,"You are planning a short trip in your vintage plane. Your route is 48 NM on a true course of 317°. True winds aloft are 150° at 18 KTS at your cruising altitude of 3,500' (ISA). Your plane cruises at 98 mph indicated while sipping only 5.5 gallons per hour of fuel. If you top off the single 42 liter tank, how much reserve fuel will you land with?",75 minutes,94 minutes,89 minutes,146 minutes,B,94 minutes,2.B.iii,multiple_choice,,,,Fuel burn / fuel required
26,"You are breaking in a new engine, and you want to cruise at 80% power for as long as possible. At that power setting, your plane cruises at 137 KTAS and burns 12.4 GPH. You are going to follow the highway which runs exactly west from your home airport, and today's winds aloft are 220° at 47 KTS. You depart with the tanks topped off at 62 gallons. How far can you fly before turning back if you want to land with 30 minutes of reserve fuel?",324 km,522 km,578 km,922 km,B,522 km,2.M.iii,multiple_choice,,,,Radius of action
27,"You join a 35 DME arc at the 040 radial while flying 236 KIAS. You are flying at 8,000' (ISA -7°C), and the altimeter setting is 29.67"". Assuming calm winds, how long will it take to fly 15° of the arc?",1 minute and 1 second,1 minute and 47 seconds,2 minutes and 6 seconds,2 minutes and 14 seconds,C,2 minutes and 6 seconds,2.N.ii,multiple_choice,,,,DME arc
28,"You are cruising at FL370 at ISA+4°C, and your speed is M0.79. With 239 NM remaining, ATC instructs you to reduce your speed to M0.75. Disregarding the descent, how much time did this add to the flight?",1 minute and 45 seconds,1 minute and 58 seconds,2 minutes and 7 seconds,5 minutes and 59 seconds,A,1 minute and 45 seconds,2.G.ii,multiple_choice,,,,Airspeed / Mach
29,1437 NM equals how many SM?,124.9,162.5,"1,250","1,653",D,"1,653",1.C.i,multiple_choice,,,,Conversions
30,337 hours equals how many weeks?,1,1.3,2,2.5,C,2,1.A.i,multiple_choice,,,,Conversions
31,Traveling 120 feet in 4.7 seconds is equivalent to how many miles per hour?,7.8,17.4,1.5,24.2,B,17.4,1.F.i,multiple_choice,,,,Conversions
32,19 feet equals how many centimeters?,228,402,579,897,C,579,1.C.ii,multiple_choice,,,,Conversions
33,"You just replaced your eight-cylinder avgas-guzzling engine with a new, 280 kW electric motor. The airplane's new endurance time aloft is 2:45. Considering this, how much avgas burn does this system replace if the manual states that 33.7 kWh equals one gallon of avgas? Hint: 1 kWh = 1 kW of power used in one hour",8.31 gal,20.36 gal,22.85 gal,18.43 gal,C,22.85 gal,2.B.iv,multiple_choice,,,,Fuel burn / fuel required
34,"Sal dropped a 1-quart can of aviation grade engine oil onto the floor, puncturing a hole into it. If it began leaking at a rate of four drops every two seconds, how long will it take for the can to drip empty if each drop is 0.25 mL?",0:31:33,0:15:46,2:06:10,0:37:55,A,0:31:33,2.B.iii,multiple_choice,,,,Time problems with hours/min/sec
35,"You are just about to complete your first landing at an international destination. However, the ATIS reports the altimeter setting is 1007 MB. Your altimeter only accepts inches Hg. What do you set?","29.92"" Hg","30.12"" Hg","29.87"" Hg","29.74"" Hg",D,"29.74"" Hg",1.E.i,multiple_choice,,,,Conversions
36,"The temperature at FL320 is ISA -4°C. The local altimeter setting is 29.78"" Hg. What Mach number is equivalent to 578 KM/HR true airspeed?",0.51M,0.54M,0.56M,0.58M,B,0.54M,2.G.ii,multiple_choice,,,,Airspeed / Mach
37,"Leslie is working on some cross-country flight planning. Her airplane has a fuel capacity of 48 gallons; all but 3.5 gallons is usable. Fuel burn, at cruise, is calculated at 11.6 GPH. She plans an initial magnetic course of 135°. The local variation is 6° E. Cruise winds are forecast to be 185° at 42 knots. If she achieves a cruise speed of 122 KTAS, how far can she fly from base before turning around? She plans to land with FAA VFR daytime fuel reserves.",185 NM,213 NM,126 NM,216 NM,A,185 NM,2.M.iii,multiple_choice,,,,Radius of action
38,"The current winds at KOSH are 240° at 21 knots. If you intend to land on runway 27, what is the crosswind component?",10 knots,10.5 knots,11 knots,11.5 knots,B,10.5 knots,3.E.i,multiple_choice,,,,Crosswind component
39,Ack!! It turns out that the winds aloft are not as forecast. You are attempting to maintain a true course of 330°. Flying a true heading of 337° results in drifting four degrees right of course. Flying a true heading of 322° results in drifting two degrees left of course. Your true airspeed is 147 knots. What are the actual winds aloft?,147° at 41 KTS,127° at 24 KTS,307° at 24 KTS,327° at 41 KTS,D,327° at 41 KTS,3.C.i,multiple_choice,,,,Wind correction
40,"Referencing the previous question, you originally planned for the winds to be 317° at 27 knots. Your flight is 172 NM. With these new winds, how much longer or shorter do you recalculate your flight to be? How much less or more fuel will you burn at 12.8 GPH?",00:30:41 shorter and 6.6 gallons less,00:11:44 longer and 2.5 gallons more,00:02:46 shorter and 0.6 gallons less,00:24:27 shorter and 5.3 gallons less,B,00:11:44 longer and 2.5 gallons more,2.A.iii,multiple_choice,,Referenced question 39: Ack!! It turns out that the winds aloft are not as forecast. You are attempting to maintain a true course of 330°. Flying a true heading of 337° results in drifting four degrees right of course. Flying a true heading of 322° results in drifting two degrees left of course. Your true airspeed is 147 knots. What are the actual winds aloft?,,Fuel burn / fuel required
