number,question,choice_a,choice_b,choice_c,choice_d,answer_key,correct_choice,answer_key_type,question_type,choice_e,context,table,type_of_problem
11,You climb at 97 mph. Your Airport Facility Directory indicates that there is a 91 meter obstacle off the end of the runway and you've calculated it to be 1.1 nm from your point of rotation. What climb rate will be required to clear this obstacle by 50'?,380 fpm,442 fpm,511 fpm,527 fpm,B,442 fpm,,multiple_choice,,,,Climb gradient
12,Given: [[NEXT_LINE]] Winds = 245° @ 22 Knots [[NEXT_LINE]] Useable fuel = 74 gals. [[NEXT_LINE]] TAS = 119 mph [[NEXT_LINE]] Fuel flow = 74 lbs./hr [[NEXT_LINE]] TC out = 079° [[NEXT_LINE]] How far out can you go under the above circumstances and still make it back with VFR day reserves?,317 nm,302 nm,293 nm,272 nm,D,272 nm,,multiple_choice,,,,Radius of action
13,How much does 36 quarts of oil weigh?,54.0 lbs.,67.5 lbs.,135 lbs.,141 lbs.,B,67.5 lbs.,,multiple_choice,,,,Conversions
14,How much does 54.4 gallons of fuel weigh?,288.0 lbs.,302.7 lbs.,326.4 lbs.,408.0 lbs.,C,326.4 lbs.,,multiple_choice,,,,Conversions
15,"Your true course is 097°. The winds aloft at your altitude are 360/26 knots and you have a true airspeed of 102 knots. If you have a ground speed of 109 mph, how long will it take you to travel 176 kilometers?",43 minutes,60 minutes,72 minutes,79 minutes,B,60 minutes,,multiple_choice,,,,Wind correction
16,"What is the density altitude if the field elevation is 3,543' and the OAT is 72°F? The altimeter setting is 29.92"" Hg.","4,100'","4,700'","5,000'","6,100'",C,"5,000'",,multiple_choice,,,,Density altitude
17,"If you burned 92.1 Imperial gallons of fuel on a 6 hour and 32 min flight, what was your burn rate in U.S. gallons?",14.2 gal,15.8 gal,17.1 gal,18.0 gal,C,17.1 gal,,multiple_choice,,,,Fuel burn / fuel required
18,"Your TAS is 348 knots at 23,000' in a standard atmosphere. What is the Mach number?",0.57 Mach,0.51 Mach,0.24 Mach,0.20 Mach,A,0.57 Mach,,multiple_choice,,,,Airspeed / Mach
19,"If you cover 90 nm in 70 minutes, what rate of climb do you need to maintain 427 feet per nautical mile climb gradient?",332 fpm,375 fpm,435 fpm,550 fpm,D,550 fpm,,multiple_choice,,,,Climb gradient
20,"Your altitude is 17,500' with a temperature of -15 C. What TAS will give you 199 mph IAS?",262 knots,228 knots,201 knots,185 knots,B,228 knots,,multiple_choice,,,,Airspeed / Mach
21,"TC = 096, GS = 137 knots, TH = 101, TAS = 121 knots. Find: Wind correction angle, wind direction, and wind velocity.","5L, 320, 20 knots","5R, 246, 21 knots","5R, 235, 18 knots","5R, 221, 29 knots",B,"5R, 246, 21 knots",,multiple_choice,,,,Wind correction
22,"TC = 193°, GS = 265 kph, Wind = 080° at 34 mph. Find true heading and TAS.","182 TH, 136 knots","176 TH, 133 knots","202 TH, 140 knots","212 TH, 139 knots",A,"182 TH, 136 knots",,multiple_choice,,,,Courses and headings
23,"When Charles Lindberg crossed the Atlantic Ocean in 1927, he flew for 33.5 hours and traveled 3610 statute miles. What was his average speed?",94 knots,96 knots,105 knots,107 knots,A,94 knots,,multiple_choice,,,,Time problems with hours/min/sec
24,"At one point while skimming just 50 feet over the icy seas, his TAS was 110 miles per hour. His GPS indicated a ground speed of 85 knots, and a track of 092°. His state of the art induction compass indicated a heading of 086°. What were the winds?",227° at 10 miles per hour,040° at 27 knots,067° at 26 kilometers per hour,047° at 14 knots,D,047° at 14 knots,,multiple_choice,,,,Wind correction
25,"He carried 451 gallons of fuel, and landed with 85 gallons. What was his average fuel burn?",66 pounds per hour,12 pounds per hour,1.81 gallons per minute,78 pounds per hour,A,66 pounds per hour,,multiple_choice,,,,Fuel burn / fuel required
26,"When he landed in France, 100,000 eager spectators flocked to his airplane. Each was intent on taking a souvenir swatch of the fabric covering. If there were 964 square feet of fabric on the airplane, and each spectator took one piece of fabric that was two square inches in size, how many spectators went home empty handed?","None, there were plenty of swatches left",69408,38816,30592,D,30592,,multiple_choice,,,,Multiplication / division
27,"Upon retirement, the Spirit of St. Louis had 489 hours 28 minutes of flight time spanning 174 flights. If the average ground speed for the life of the airplane was 85 miles per hour, what was the average distance per flight?",198 statute miles,208 nautical miles,239 nautical miles,300 kilometers,B,208 nautical miles,,multiple_choice,,,,Multiplication / division
28,"A few years later in 1938, a fellow named Howard decided to show off his fast airplane and flew around the world. His first leg was from Floyd Bennett airport in New York, NY to the same airport in Paris where Lindberg landed. This leg covered 3641 statute miles in a mere 16 hours and 38 minutes. What was his average ground speed?",300 miles per hour,359 knots,190 knots,550 kilometers per hour,C,190 knots,,multiple_choice,,,,Time problems with hours/min/sec
29,"Fast-forward to 1977 when the crew of an Air France Concorde flew the inaugural trip between New York and Paris. Those smart alecks were really putting old Lindy to shame by cruising at Mach 2.02. If they flew 3650 statute miles in 3 hours 35 minutes and burned 46 pounds per mile, what was the fuel burn rate?",28622 pounds per hour,44983 pounds per hour,46856 pounds per hour,52526 pounds per hour,C,46856 pounds per hour,,multiple_choice,,,,Fuel burn / fuel required
30,"Assuming a jet fuel weight of 6.8 pounds per gallon and an aircraft capacity of 98 passengers, what is the fuel economy in the previous question?",0.8 seat miles per gallon,4.2 seat miles per gallon,4.8 seat miles per gallon,14.4 seat miles per gallon,D,14.4 seat miles per gallon,,multiple_choice,,"Referenced question 29: Fast-forward to 1977 when the crew of an Air France Concorde flew the inaugural trip between New York and Paris. Those smart alecks were really putting old Lindy to shame by cruising at Mach 2.02. If they flew 3650 statute miles in 3 hours 35 minutes and burned 46 pounds per mile, what was the fuel burn rate?",,Fuel burn / fuel required
31,"Referring back to the Lindberg questions, and realizing that the Spirit of St. Louis only has one seat, what was the fuel economy in miles per gallon of Lindberg's flight?",5.4 seat miles per gallon,9.9 seat miles per gallon,66.2 seat miles per gallon,97.8 seat miles per gallon,B,9.9 seat miles per gallon,,multiple_choice,,"Referenced question 23: When Charles Lindberg crossed the Atlantic Ocean in 1927, he flew for 33.5 hours and traveled 3610 statute miles. What was his average speed? [[DIVIDER]] Referenced question 25: He carried 451 gallons of fuel, and landed with 85 gallons. What was his average fuel burn?",,Fuel burn / fuel required
32,"The approved CG range for your aircraft is from 22.5% Mean Aerodynamic Chord (MAC) to 34.0% MAC. If the leading edge of MAC is located at station 100"" (equivalent to 0% MAC) and the trailing edge is located at station 140"" (100% MAC), what station is the leading edge of the approved MAC envelope?","109""","113""","118""","122""",A,"109""",,multiple_choice,,,,CG in % MAC
33,"Referencing the previous question, you have completed all your weight and balance paperwork and determine that your CG is at 22.0% MAC. How much weight do you have to move from the front baggage area at station 85"" to the aft baggage area at station 210"" to move the CG to the forward limit? Your aircraft weighs 8,400 pounds.",0.134 pounds,1.34 pounds,13.4 pounds,134 pounds,C,13.4 pounds,,multiple_choice,,"Referenced question 32: The approved CG range for your aircraft is from 22.5% Mean Aerodynamic Chord (MAC) to 34.0% MAC. If the leading edge of MAC is located at station 100"" (equivalent to 0% MAC) and the trailing edge is located at station 140"" (100% MAC), what station is the leading edge of the approved MAC envelope?",,Weight shift
34,You are cruising at a TAS of 83 knots. You fly a heading of 301° for 8 minutes and notice a drift of 4° right. You then fly a heading of 045° for 6 minutes and drift 5° left. What are the winds aloft?,349° at 14 knots,163° at 9 knots,266° at 18 knots,102° at 11 knots,B,163° at 9 knots,,multiple_choice,,,,Wind correction
35,"After flying for 1 hour 22 minutes, you realize you have drifted 4 miles off course. If your ground speed was 133 knots, how many degrees must you turn to arrive directly over your destination which is only 25 minutes away?",1.3°,2.9°,4.1°,5.7°,D,5.7°,,multiple_choice,,,,Off-Course
36,You are cruising at a blistering 73 knots ground speed in your C150. How long will it take to fly 2 nautical miles?,1.6 minutes,1 minute 38 seconds,1.5 minutes,1 minute 32 seconds,B,1 minute 38 seconds,,multiple_choice,,,,Time problems with hours/min/sec
37,"It is a rather cool day in Phoenix, only 36°C. If the altimeter is 29.86"" and the field elevation is 1,135 MSL, what is your density altitude?","3,050 feet","5,100 feet","3,950 feet","4,500 feet",C,"3,950 feet",,multiple_choice,,,,Density altitude
38,"Assuming a standard atmosphere, what is the speed of sound at 35,000 feet?","1,730 knots",556 knots,592 knots,576 knots,D,576 knots,,multiple_choice,,,,Airspeed / Mach
39,You have a TAS of 122 knots. The wind is 140° true at 28 knots and your TC is 311°. What is your compass heading if the variation is 14° W and the compass deviation is 2° east?,324°,301°,309°,321°,D,321°,,multiple_choice,,,,Courses and headings
40,"If you are climbing at 550 feet per minute, what is your climb gradient if your ground speed is 84 knots?",394 ft/sm,342 ft/nm,342 ft/km,394 ft/nm,D,394 ft/nm,,multiple_choice,,,,Climb gradient
